fips,breast.wf9699,pop.wf9699,cervix.wf9699,lung.wf9699,prostate.wm9699,pop.wm9699,lung.wm9699,prostate.bm9699,pop.bm9699,Totalpop,Smokecurmsm,Smokevrmsm,Smokecurmsf,Smokevrmsf,Obesesm,Noinssm,Mammog2ysm,Pap3yrsm,ses1990,CR9599Sm,fobt2ysm,BlackPct,HispPct
47137,30.2,9486,8.5,52.9,18.8,9098,100.7,0,3,4548,0.314,0.499,0.252,0.452,0.314,0.122,0.494,0.604,58.33,20.4,0.18,0,0.37
47139,37.6,29589,0,52.3,36.3,28900,105.7,0,74,13643,0.269,0.505,0.248,0.398,0.344,0.12,0.499,0.611,76.97,19.7,0.21,0,0.37
47141,24.2,116151,6.1,32.5,33.6,110753,120.4,0,2198,51373,0.314,0.43,0.237,0.453,0.301,0.113,0.237,0.409,98.16,16.4,0.25,1.8,0.79
47143,24.9,55394,6,46.8,36.8,51709,139.6,531.3,1451,24344,0.269,0.472,0.248,0.448,0.344,0.12,0.494,0.604,85.85,21.8,0.19,2.18,0.75
47145,26.3,98889,3.4,39.5,22.4,92074,126.9,0,3250,47227,0.261,0.499,0.276,0.452,0.298,0.12,0.494,0.604,98.44,19.7,0.21,3.24,0.57
47147,22.5,92491,3.2,56.6,34.5,90747,76,57,11500,41494,0.314,0.52,0.255,0.418,0.337,0.137,0.473,0.635,107.16,22.9,0.17,10.9,0.41
47149,25.4,288645,3.6,47.9,39.3,284569,103.5,98.1,29282,118570,0.3,0.525,0.26,0.437,0.33,0.106,0.486,0.621,118,20.6,0.14,8.92,0.8
47151,31.1,40587,7,51,52,38542,173.3,0,96,18358,0.314,0.573,0.288,0.486,0.383,0.178,0.468,0.604,62.7,20.8,0.18,0.1,0
47153,21.6,20797,14.3,31.3,12.3,20399,119.9,0,48,8863,0.299,0.513,0.238,0.406,0.326,0.12,0.611,0.635,78.89,21.8,0.19,0,0
47155,27.2,128755,3,47,29.1,122027,104.9,0,548,51043,0.261,0.496,0.235,0.452,0.344,0.157,0.462,0.552,98.44,19.7,0.18,0.37,0.7
47157,25.6,940292,1.8,45.9,32.8,890311,89.2,78.4,733151,826330,0.282,0.479,0.208,0.357,0.37,0.12,0.418,0.647,115.13,28.3,0.19,43.6,0.79
47159,36.9,31916,0,47.3,22.6,30332,81.6,0,1063,14143,0.314,0.52,0.255,0.437,0.326,0.122,0.486,0.522,85.69,22.8,0.17,3.54,0.26
47161,33.2,22533,3,66.7,17.5,21995,115.7,0,250,9479,0.277,0.569,0.257,0.466,0.311,0.126,0.475,0.598,85.23,22.5,0.17,1.07,0.51
47163,24,303737,1.8,40.7,39.3,280116,93.7,96.4,5735,143596,0.196,0.476,0.248,0.444,0.306,0.118,0.386,0.644,104.71,23.1,0.22,1.64,0.25
47165,27.5,232923,1.7,42.5,21,225703,106.2,99,13657,103281,0.277,0.525,0.255,0.453,0.326,0.124,0.475,0.621,117.18,22.9,0.17,5.21,0.43
47167,32.8,69661,5.7,61.3,21.3,68727,130.4,73.6,21604,37568,0.282,0.479,0.208,0.357,0.37,0.12,0.418,0.647,93.86,28.3,0.19,23.58,0.47
47169,15.7,11606,0,78.9,35.7,11198,129.8,124.8,2071,5920,0.277,0.52,0.255,0.437,0.326,0.124,0.475,0.621,78.44,22.9,0.17,14.42,0.55
47171,29.1,35815,4.8,26,33.8,32874,118.6,0,123,16549,0.24,0.496,0.287,0.491,0.328,0.117,0.499,0.592,87.97,20.1,0.21,0.01,0.59
47173,30.9,32256,9.1,50.6,30.7,31677,123.6,0,102,13694,0.295,0.496,0.281,0.47,0.357,0.178,0.494,0.628,69.65,19.7,0.18,0,0.62
47175,46.4,10007,0,28.8,21,9889,131.9,0,32,4846,0.314,0.52,0.237,0.448,0.329,0.113,0.475,0.522,63.4,20.3,0.17,0,0.33
47177,30.5,70570,3.5,30.4,34.7,66453,108.8,152.7,2648,32992,0.299,0.52,0.238,0.398,0.344,0.111,0.611,0.646,88.33,20.5,0.21,3.72,0.64
47179,26.7,200078,3.5,36.8,37,187408,108.8,128.8,7645,92315,0.24,0.473,0.304,0.454,0.328,0.105,0.626,0.552,105.16,20.5,0.23,3.37,0.56
47181,35.9,30235,6.1,29.3,40.9,31462,139.9,74.07001355,3307,13935,0.282,0.543,0.255,0.418,0.326,0.129,0.217,0.63,71.97,20.3,0.17,0.88,0.2
47183,25.4,61847,8.4,31,35,57784,102.7,0,4549,31972,0.322,0.544,0.264,0.44,0.311,0.11,0.398,0.63,92.74,23.7,0.13,6.61,0.24
47185,24.8,45104,0,25.6,45.9,42261,107,0,975,20090,0.314,0.472,0.237,0.398,0.344,0.12,0.547,0.522,80.11,21.8,0.21,1.74,0.43
47187,20.3,212980,0.5,30.5,21.3,208397,83.9,44.2,15636,81021,0.277,0.52,0.255,0.418,0.326,0.111,0.488,0.635,138.23,20.6,0.17,6.72,0.54
47189,30.9,152448,4.1,40,36.2,150886,120.2,54.8,11973,67675,0.277,0.52,0.255,0.442,0.326,0.111,0.475,0.621,118.22,20.6,0.17,6.92,0.78
