hexid,amphPrev,birdPrev,fishPrev,mammPrev,reptPrev,jan.avg,jan.stdev,jul.avg,jul.stdev,ppt.avg,ppt.stdev,ppt.min,ppt.max,seas.avg,elev.min,elev.max,elev.avg,elev.stdev,fractal,dominance,contagion,slope.max,slope.min,slope.med,slope.avg,slope.stdev,slope.iqr,aspect.avg,aspect.dev,aspect.med,crop.pasture,grass.crop,wood.crop,grass,shrub,grass.shrub,deciduous,evergreen,mix.forest,water,coast.wet,barren,tundra,urban,roads.maj,roads.min,streams.maj,streams.per,streams.int,streams.bra,fed.park,fed.refuge,fed.wilder,fed.indian,fed.mil,fed.forest,non.fed,federal,stream,roads
3534,22,75,23,44,14,-4.338,1.619,18.04,1.788,1398.66,127.528,1189,1731,22.378,609,1371,914,174.1,1.352,0.499,0.672,12.37,0.172,3.091,3.516,2.093,2.736,328.1,73.3,328.9,0,0,0,0,0,0,0.95231,0.01692,0.03077,0,0,0,0,0,1.6142,50.1882,67.184,0,67.184,67.184,0,0,0,0,0,290.4369,0,290.4369,201.552,51.8024
3535,17,58,29,37,9,-5.214,1.448,17.079,1.55,1391.274,157.673,1101,1708,22.293,579,1445,1047,163,1.37,0.366,0.607,13.293,0.344,4.07,4.642,2.631,3.662,289.3,74.3,301.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.9067,31.8473,35.031,0,35.031,35.031,0,0,0,0,0,537.6066,0,537.6066,105.093,47.754
3536,29,92,29,40,13,-4.309,1.958,18.167,2.099,1216.207,127.372,1043,1486,22.476,605,1388,999,200,1.348,0.421,0.674,11.75,0.068,3.515,3.914,2.342,3.038,146.1,76.6,164.5,0,0,0,0,0,0,0.92166,0.00614,0.0722,0,0,0,0,0,26.0854,26.6826,78.923,0,78.923,78.923,0,0,0,0,0,425.0835,0,425.0835,236.769,52.7679
3537,26,83,27,36,11,-2.014,0.88,20.906,1.006,1030.528,22.669,961,1097,22.92,549,1225,748,109.6,1.296,0.256,0.536,11.755,0.037,2.426,2.944,2.211,2.721,162.9,76.2,173.1,0,0,0,0,0,0,0.81077,0,0.18923,0,0,0,0,0,0,28.9227,55.151,0,55.151,55.151,0,0,0,0,0,234.4151,0,234.4151,165.453,28.9227
3538,25,80,24,37,17,-1.689,0.982,21.614,1.018,1013.317,62.14,923,1151,23.303,488,975,677,96,1.403,0.285,0.643,10.713,0.055,2.234,2.684,1.942,2.665,261.8,74.9,271.1,0,0,0.00154,0,0,0,0.58615,0.00615,0.40308,0,0,0,0,0.00308,13.665,87.5232,55.952,0,55.952,55.952,0,0,0,0,0,0,0,0,167.856,101.1882
3539,25,66,28,42,17,-1.958,1.442,20.642,1.67,1025.489,63.35,907,1149,22.6,488,1209,733,153.5,1.482,0.153,0.478,12.182,0.062,2.393,3.048,2.32,2.933,287.9,71.8,295,0,0,0,0,0,0,0.67231,0,0.32769,0,0,0,0,0,10.2836,34.041,30.855,0,30.855,30.855,0,0,0,0,0,101.4436,0,101.4436,92.565,44.3245
3540,27,110,30,41,13,-1.116,1.554,20.892,1.65,945.149,14.895,917,1009,22.008,466,1267,691,169.3,1.425,0.309,0.555,13.698,0.096,3.007,4.124,3.104,4.457,155.3,78.9,160,0,0,0,0,0,0,0.63328,0,0.35747,0,0,0,0,0.00924,20.7286,38.7394,77.624,0,77.624,77.624,0,0,0,0,0,222.0648,0,222.0648,232.872,59.468
3541,24,107,27,33,12,-0.642,0.721,21.121,0.746,989.722,37.263,940,1101,21.763,562,1066,674,78.7,1.496,0.262,0.619,9.262,0.01,1.456,2.07,1.81,2.079,93.7,74.3,102.9,0,0,0.00307,0,0,0,0.3533,0.05837,0.5745,0,0,0,0,0.01075,8.9942,47.8275,42.674,0,42.674,42.674,0,0,0,0,0,270.5038,0,270.5038,128.022,56.8217
3542,12,98,34,34,2,-0.906,0.815,20.825,0.816,1061.511,83.258,959,1314,21.731,583,1036,710,74.5,1.459,0.288,0.57,7.953,0.037,1.299,1.698,1.343,1.381,33.6,77.4,35.6,0,0,0,0,0,0,0.26615,0.01385,0.72,0,0,0,0,0,0,63.2624,78.177,0.213,78.177,78.177,57.3889,0,0,0,0,24.8698,0,82.2588,234.744,63.2624
3543,11,79,30,34,4,-1.55,0.762,20.055,0.808,1227.756,89.517,1004,1404,21.605,458,1330,788,73.5,1.485,0.442,0.673,12.109,0.045,1.281,1.739,1.666,1.106,42.3,78.8,50,0,0,0,0,0,0,0.15975,0.00461,0.82949,0,0,0,0,0.00614,19.1592,37.928,73.758,0,73.758,73.758,0.199,0,0,0,0,5.287,0,5.486,221.274,57.0872
3649,12,120,46,43,9,-6.932,0.483,17.613,0.676,1146.02,13.658,1090,1189,24.545,448,719,613,53.3,1.524,0.426,0.673,5.619,0.029,1.336,1.681,1.216,1.595,192.3,79.8,223,0,0,0.00154,0,0,0,0.24537,0,0.75,0,0,0,0,0.00309,21.1488,77.4913,41.473,0,41.473,41.473,0,0,0,0,0,195.8754,0,195.8754,124.419,98.6401
3650,13,108,28,44,10,-6.389,0.519,18.107,0.462,1102.474,17.1,1064,1143,24.496,426,667,557,46.1,1.477,0.61,0.709,4.174,0,0.975,1.095,0.678,0.752,189,72.6,195.8,0,0,0.01237,0,0,0,0.77434,0,0.20247,0,0,0,0,0.01082,16.6123,38.4375,28.413,0,28.413,28.413,0,0,0,0,0,360.0355,0,360.0355,85.239,55.0498
3651,11,114,32,40,12,-5.967,0.523,18.512,0.637,1090.842,8.122,1071,1107,24.48,395,670,513,50.4,1.369,0.702,0.778,5.529,0.023,1.256,1.392,0.888,1.018,189.8,77.7,190,0,0,0.02167,0,0,0,0.8452,0,0.13313,0,0,0,0,0,0,8.6811,77.442,0,77.442,77.442,0,0,0,0,0,234.996,0,234.996,232.326,8.6811
3652,10,109,24,40,10,-5.313,0.487,19.323,0.571,1091.504,12.831,1056,1113,24.636,365,579,477,44,1.369,0.725,0.8,3.521,0.077,1.115,1.168,0.572,0.782,228.5,76.3,234.7,0,0,0.13978,0,0,0,0.84332,0,0.00461,0,0,0,0,0.01229,33.505,78.9346,60.136,0,60.136,60.136,0,0,0,0,0,0,0,0,180.408,112.4396
3653,16,98,34,38,8,-4.553,0.522,20.298,0.547,1102.192,12.052,1063,1136,24.852,314,548,429,39.4,1.51,0.297,0.32,3.247,0.084,1.092,1.186,0.64,0.93,209.5,76.2,213.3,0,0,0.27202,0,0,0,0.72798,0,0,0,0,0,0,0,10.7683,20.2605,69.018,0,69.018,69.018,0,0,0,0,0,0,0,0,207.054,31.0289
3654,21,104,15,36,14,-3.459,0.499,21.147,0.411,1095.96,39.062,1038,1177,24.606,303,481,380,32.4,1.499,0.491,0.736,2.689,0.02,0.94,1.001,0.523,0.771,222.2,76.6,232.3,0.00155,0,0.18238,0,0,0,0.79753,0,0.00155,0.00155,0,0,0,0.01546,0,44.0522,52.574,0,52.574,52.574,0,0,0,0,0,0,0,0,157.722,44.0522
3655,15,99,17,39,10,-2.726,0.493,21.788,0.476,1048.503,24.239,977,1099,24.514,274,457,347,33.9,1.47,0.4,0.724,5.048,0.01,0.953,1.065,0.679,0.77,227.9,80.2,,0.00155,0,0.32043,0,0,0,0.67028,0,0.0031,0.00464,0,0,0,0,0,33.2157,73.876,0,73.876,73.876,0,0,0,0,0,0,0,0,221.628,33.2157
3656,17,106,29,39,11,-2.728,0.908,21.418,0.914,1053.359,48.006,975,1150,24.146,304,643,391,84.8,1.454,0.44,0.644,7.412,0,0.936,1.318,1.243,0.87,294.7,76.8,293.1,0.00464,0,0.10372,0,0,0,0.82817,0,0.02167,0,0,0,0,0.0418,5.5004,91.9511,14.678,0,14.678,14.678,0,0,0,0,0,0,0,0,44.034,97.4515
3657,13,93,19,38,8,-2.945,1.14,20.854,1.209,1089.154,61.02,990,1189,23.798,244,731,420,116.9,1.468,0.399,0.747,7.865,0.01,1.38,1.881,1.628,1.776,280.9,77.5,281.8,0.00154,0,0.0832,0,0,0,0.86903,0,0.01849,0,0,0,0,0.02774,18.9665,34.8329,52.27,0,52.27,52.27,0,0,0,0,0,0,0,0,156.81,53.7994
3658,19,104,34,44,16,-3.231,1.263,20.445,1.374,1156.149,53.957,1027,1222,23.675,244,849,477,142.6,1.321,0.342,0.602,9.729,0.092,1.359,1.982,1.693,2.118,240.6,74.4,247.5,0,0,0.12462,0,0,0,0.85538,0,0,0.00308,0,0,0,0.01692,4.6611,47.3313,29.207,0,29.207,29.207,0,0,0,0,0,0,0,0,87.621,51.9923
3659,22,83,45,32,15,-2.714,0.89,20.868,0.991,1181.633,38.249,1068,1280,23.582,245,701,494,109.8,1.318,0.465,0.712,8.014,0.061,1.68,2.073,1.409,1.541,283.9,72.9,288.9,0,0,0.03994,0,0,0,0.9232,0,0.01229,0,0,0,0,0.02458,25.2936,70.4752,45.872,0,45.872,45.872,0,0,0,0,0,0,0,0,137.616,95.7688
3660,20,67,35,35,10,-1.72,0.576,21.641,0.582,1179.865,27.495,1108,1272,23.361,304,579,438,56.8,1.443,0.547,0.726,4.277,0,1.312,1.441,0.839,1.135,274.5,75.7,279.3,0,0,0.00155,0,0,0,0.95201,0,0.03251,0.00619,0,0,0,0.00774,0,71.2999,27.795,0,27.795,27.795,0,0,0,0,0,0,0,0,83.385,71.2999
3661,19,73,18,32,9,-2.148,0.672,21.005,0.72,1208.168,31.008,1115,1272,23.153,358,700,501,77.4,1.485,0.597,0.797,3.845,0,1.303,1.364,0.811,1.111,313.9,71,315.5,0,0,0.00464,0,0,0,0.97991,0,0.01237,0,0,0,0,0.00309,0,52.8556,89.369,0,89.369,89.369,0,0,0,0,0,0,0,0,268.107,52.8556
3662,21,54,24,31,11,-2.521,0.766,20.365,0.906,1425.77,116.933,1200,1663,22.886,399,944,600,108.9,1.431,0.517,0.745,5.889,0.074,1.354,1.496,0.905,1.191,302.6,60.7,305.6,0,0,0.01391,0,0,0,0.96136,0,0.017,0,0,0,0,0.00773,27.0241,25.4364,62.855,0,62.855,62.855,0,0,0,0,0,0,0,0,188.565,52.4605
3663,20,51,31,36,8,-2.479,1.261,20.005,1.464,1459.913,136.946,1230,1700,22.484,335,1157,719,164.1,0.874,0.802,0.844,9.767,0.045,2.376,2.768,1.588,1.927,279.3,64,280.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46.8528,0,73.22,0,73.22,73.22,0,0,0,0,0,0,0,0,219.66,46.8528
3664,25,70,31,33,10,-3.661,1.386,19.008,1.487,1381.793,99.078,1233,1641,22.669,386,1212,812,159.6,1.254,0.699,0.649,10.449,0.062,3.086,3.371,2.143,2.992,304.1,70.1,316,0,0,0.00464,0,0,0,0.99226,0,0,0,0,0,0,0.0031,42.2795,0,110.66,0,110.66,110.66,0,0,0,0,0,357.5549,0,357.5549,331.98,42.2795
3665,25,88,23,33,9,-4.589,1.191,18.142,1.32,1295.546,93.736,1053,1497,22.731,597,1267,949,151.4,1.351,0.49,0.743,8.255,0.1,2.763,2.979,1.548,2.186,289.8,68.8,292.4,0,0,0,0,0,0,0.99382,0,0.00618,0,0,0,0,0,51.9201,0,70.523,0,70.523,70.523,0,0,0,0,0,434.6769,0,434.6769,211.569,51.9201
3666,18,92,25,35,13,-2.843,1.381,20.144,1.553,1090.284,93.332,922,1250,22.986,518,1231,840,143.2,1.428,0.478,0.775,12.659,0.02,2.362,2.807,2.022,2.658,160.6,73.9,170,0,0,0,0,0,0,0.9429,0.00154,0.05556,0,0,0,0,0,10.5593,63.2645,44.869,0,44.869,44.869,0,0,0,0,0,0,0,0,134.607,73.8238
3667,26,82,32,38,14,-0.943,1.32,21.957,1.401,939.355,54.072,850,1110,22.9,396,1167,642,145.7,1.283,0.646,0.74,12.965,0.068,3.783,4.009,2.335,3.188,186.1,77.9,177,0,0,0,0,0,0,0.94745,0,0.05255,0,0,0,0,0,61.1443,18.3109,76.486,0,76.486,76.486,0,0,0,0,0,0,0,0,229.458,79.4552
3668,19,98,36,40,14,-0.49,0.927,21.742,1.009,926.159,25.604,880,998,22.232,459,910,624,100,1.465,0.281,0.49,9.129,0.073,2.258,2.584,1.641,2.151,37,77.2,37.7,0,0,0,0,0,0,0.73725,0,0.26275,0,0,0,0,0,26.9461,13.4407,34.811,0,34.811,34.811,0,0,0,0,0,0,0,0,104.433,40.3869
3669,20,96,32,39,11,-1.21,1.261,20.618,1.335,980.748,12.808,940,1017,21.828,486,1219,766,128.9,1.373,0.509,0.791,13.181,0.029,3.33,4.003,2.896,3.864,145.8,76.9,134.1,0,0,0.00155,0,0,0,0.88563,0.00155,0.10974,0,0,0,0,0.00155,0,62.0504,40.972,0,40.972,40.972,0,0,0,0,0,411.3399,0,411.3399,122.916,62.0504
3670,23,89,27,34,13,-0.804,0.973,20.853,1.031,995.759,17.241,955,1047,21.657,617,1187,798,107,1.401,0.331,0.605,10.898,0.01,2.173,2.835,2.189,2.774,115.7,75.4,120,0,0,0,0,0,0,0.48686,0.01391,0.4915,0,0,0,0,0.00773,0,102.9662,30.496,0,30.496,30.496,0,0,0,0,0,432.1891,0,432.1891,91.488,102.9662
3671,22,97,26,34,7,-1.36,1.203,20.037,1.286,1088.012,80.433,965,1242,21.397,665,1371,853,121,1.425,0.389,0.577,10.567,0.03,2.143,2.708,2.054,3.15,43.7,71.8,45.3,0,0,0,0,0,0,0.33849,0,0.66151,0,0,0,0,0,0,52.7635,27.339,0,27.339,27.339,159.4227,0,0,0,0,111.1539,0,270.5766,82.017,52.7635
3672,10,80,28,34,4,-1.343,0.926,19.833,0.973,1297.456,67.918,1141,1428,21.176,721,1339,877,90.9,1.401,0.563,0.652,12.013,0.014,1.848,2.258,1.705,1.721,68.5,79.5,77.3,0,0,0.00155,0,0,0,0.23184,0,0.76662,0,0,0,0,0,5.4035,67.2584,60.352,0,60.352,60.352,11.0127,0,0,0,0,0,0,11.0127,181.056,72.6619
3779,15,107,49,43,14,-6.105,0.716,18.843,0.765,1111.743,6.87,1088,1129,24.948,365,643,530,68.6,1.52,0.448,0.607,6.38,0.082,1.954,2.175,1.273,1.739,240.9,77,245,0,0,0,0,0,0,0.49846,0,0.46769,0.01231,0,0,0,0.02154,24.3942,36.9695,35.612,0,35.612,35.612,0,0,0,0,0,616.9832,0,616.9832,106.836,61.3637
3780,18,99,35,42,13,-5.9,0.402,18.866,0.544,1104.043,9.083,1081,1123,24.765,367,608,513,43.2,1.415,0.589,0.646,4.499,0.041,1.136,1.319,0.834,1.139,190.9,75.3,196,0,0,0,0,0,0,0.79289,0,0.20556,0,0,0,0,0.00155,25.1042,0,47.792,0,47.792,47.792,0,0,0,0,0,630.676,0,630.676,143.376,25.1042
3781,18,106,28,39,15,-5.507,0.516,19.216,0.513,1087.932,6.675,1070,1106,24.723,335,577,469,38.1,1.021,0.853,0.814,3.607,0.03,0.926,1.068,0.643,0.763,199.1,74.8,207.5,0,0,0.03246,0,0,0,0.95209,0,0.01546,0,0,0,0,0,58.3262,0,40.821,0,40.821,40.821,0,0,0,0,0,52.9485,0,52.9485,122.463,58.3262
3782,17,98,19,37,11,-4.906,0.418,19.974,0.479,1068.426,19.832,1023,1098,24.88,289,517,421,38.7,1.378,0.346,0.623,3.678,0.037,0.935,1.083,0.652,0.847,236.7,75,240.5,0,0,0.4213,0,0,0,0.56636,0,0,0,0,0,0,0.01235,48.2913,41.4551,54.836,0,54.836,54.836,0,0,0,0,0,0,0,0,164.508,89.7464
3783,13,105,50,36,9,-4.179,0.566,20.728,0.586,1043.593,27.87,998,1098,24.907,244,487,372,51,1.49,0.558,0.79,4.408,0.023,1.3,1.456,0.848,1.109,208,78.5,219.1,0,0.00154,0.23611,0,0,0,0.75617,0,0.00309,0,0,0,0,0.00309,23.31,34.8029,89.763,0,89.763,89.763,0,0,0,0,0,0,0,0,269.289,58.1129
3784,18,98,35,39,13,-3.311,0.495,21.331,0.477,1029.035,13.384,996,1055,24.642,244,447,336,44.6,1.515,0.361,0.711,3.944,0.032,1.22,1.291,0.654,0.944,270.9,77.1,276.7,0,0,0.13692,0,0,0,0.80462,0,0.00308,0.00308,0,0,0,0.05231,26.126,27.8312,89.933,0,89.933,89.933,0,0,0,0,0,0,0,0,269.799,53.9572
3785,18,79,33,36,13,-2.876,0.373,21.493,0.506,983.705,27.82,931,1040,24.369,244,441,337,34,1.404,0.416,0.756,3.845,0.043,0.871,0.972,0.553,0.69,238.8,72.6,240,0.00309,0.01546,0.1221,0,0,0,0.55951,0,0.01237,0.00618,0,0,0,0.2813,36.7365,95.6985,10.276,0,10.276,10.276,0,0,0,0,0,0,0,0,30.828,132.435
3786,12,106,14,34,12,-2.15,0.502,21.974,0.514,968.302,13.607,937,998,24.124,244,426,310,40.3,1.446,0.419,0.722,3.584,0.032,1.206,1.305,0.693,1.004,311.3,77.3,311.4,0.00155,0.0031,0.14087,0,0,0,0.75077,0,0.01084,0.00619,0,0,0,0.08669,29.4491,30.7325,92.77,0,92.77,92.77,0,0,0,0,0,0,0,0,278.31,60.1815
3787,9,103,30,34,9,-1.981,0.347,21.884,0.453,1017.465,31.936,962,1094,23.866,241,427,325,33.2,1.464,0.38,0.609,3.204,0,0.943,1.046,0.647,0.894,13.1,79.2,13.3,0,0,0.12674,0,0,0,0.8408,0,0.02164,0,0,0,0,0.01082,24.9644,28.5304,76.415,0,76.415,76.415,0,0,0,0,0,0,0,0,229.245,53.4948
3788,16,106,45,34,14,-1.937,0.469,21.992,0.446,1087.514,34.285,1033,1220,23.929,244,427,350,40.2,1.52,0.42,0.768,3.446,0,1.135,1.179,0.646,0.922,92.5,73.9,93.3,0.00463,0,0.05401,0,0,0,0.92747,0,0.00617,0,0,0,0,0.00772,18.541,75.8922,70.886,0,70.886,70.886,0,0,0,0,0,0,0,0,212.658,94.4332
3789,25,65,50,28,15,-1.775,0.543,22.164,0.592,1096.884,17.38,1057,1133,23.938,297,487,359,43.1,1.471,0.38,0.64,3.506,0.02,1.231,1.3,0.682,0.982,236.2,78.4,248.8,0,0,0.0463,0,0,0,0.93364,0,0.00154,0,0,0,0,0.01852,0,91.9994,80.992,0,80.992,80.992,0,0,0,0,0,0,0,0,242.976,91.9994
3790,21,58,39,28,13,-1.432,0.511,22.155,0.483,1124.231,15.471,1083,1167,23.588,304,487,360,38.5,1.364,0.431,0.691,4.635,0,0.992,1.142,0.689,0.953,291.1,79,,0,0,0.03077,0,0,0,0.9,0,0.03077,0,0,0,0,0.03846,0,86.6078,98.528,0,98.528,98.528,0,0,0,0,0,0,0,0,295.584,86.6078
3791,22,63,43,27,18,-1.427,0.498,21.896,0.472,1188.948,32.704,1138,1272,23.323,301,500,391,43.9,1.364,0.427,0.73,3.616,0,0.938,1.057,0.668,0.787,295.1,76.9,306,0,0,0.00307,0,0,0,0.94777,0,0.03533,0,0,0,0,0.01383,0,93.9366,32.127,0,32.127,32.127,0,0,0,0,0,0,0,0,96.381,93.9366
3792,14,74,51,28,9,-1.135,0.558,22.251,0.628,1174.289,49.468,1105,1360,23.386,244,599,373,70.6,1.249,0.74,0.539,5.724,0.087,1.453,1.624,0.939,1.3,277.5,72.3,284.2,0,0,0.00615,0,0,0,0.98462,0,0.00923,0,0,0,0,0,0,69.8385,68.344,0,68.344,68.344,0,0,0,0,0,0,0,0,205.032,69.8385
3793,18,59,51,27,9,-1.743,0.88,21.532,0.969,1224.62,48.879,1155,1343,23.275,261,735,468,111.7,1.225,0.74,0.51,7.815,0.059,1.896,2.19,1.365,1.737,304.7,71.7,308.1,0,0,0,0,0,0,0.98769,0,0.01231,0,0,0,0,0,0,47.515,50.789,0,50.789,50.789,0,0,0,0,0,0,0,0,152.367,47.515
3794,19,86,32,28,12,-3.054,0.708,20.197,0.781,1218.057,26.856,1150,1279,23.251,342,853,639,85.3,1.391,0.417,0.591,6.069,0.01,1.735,1.963,1.186,1.6,291.2,73.8,290,0,0,0.02157,0,0,0,0.93991,0,0.03852,0,0,0,0,0,33.1497,28.2011,52.034,0,52.034,52.034,0,0,0,0,0,12.423,0,12.423,156.102,61.3508
3795,15,71,34,30,11,-2.797,0.862,20.353,0.977,1187.337,32.397,1139,1264,23.149,335,1019,677,121.2,1.381,0.545,0.621,5.268,0.064,1.723,1.917,1.052,1.473,306.8,65.2,310,0,0,0.01387,0,0,0,0.9168,0,0.06934,0,0,0,0,0,5.1739,64.016,76.022,0,76.022,76.022,0,0,0,0,0,0,0,0,228.066,69.1899
3796,22,80,30,37,11,-1.921,1.363,20.752,1.413,1091.482,58.646,910,1195,22.673,298,980,712,157.6,1.366,0.54,0.52,12.919,0.057,2.779,3.507,2.584,3.015,268.1,73.5,275,0,0,0,0,0,0,0.98921,0,0.01079,0,0,0,0,0,51.8932,11.4835,59.847,0,59.847,59.847,0,0,0,0,0,0,0,0,179.541,63.3767
3797,23,64,18,34,10,-1.997,1.061,20.22,1.175,1041.146,118.76,853,1292,22.217,456,1036,787,104,1.368,0.503,0.719,9.3,0.152,2.022,2.377,1.603,2.01,329.5,77.7,320,0,0,0.00154,0,0,0,0.93692,0.00154,0.04923,0,0,0,0,0.01077,27.0145,74.7569,26.11,0,26.11,26.11,0,0,0,0,0,0,0,0,78.33,101.7714
3798,30,70,22,34,15,-1.698,0.834,20.163,0.896,994.094,27.431,966,1150,21.861,555,1066,778,83,1.313,0.604,0.654,7.886,0.045,1.979,2.161,1.269,1.79,102.9,77.6,115,0,0,0,0,0,0,0.94761,0,0.04006,0,0,0,0,0.01233,33.1195,56.8555,63.057,0,63.057,63.057,0,0,0,0,0,0,0,0,189.171,89.975
3799,25,106,30,38,7,-1.498,1.015,20.149,1.13,1034.509,31.005,990,1099,21.648,549,1305,851,122.3,1.4,0.496,0.648,13.433,0.077,2.446,3.424,2.769,3.998,29.7,77.6,22.5,0,0,0,0,0,0,0.80462,0,0.17846,0,0,0,0,0.01692,0,58.108,55.852,0,55.852,55.852,0,0,0,0,0,300.8093,0,300.8093,167.556,58.108
3800,22,117,44,34,8,-0.924,1.201,20.599,1.293,1100.706,51.758,1018,1233,21.524,628,1356,866,136.4,1.404,0.396,0.693,12.259,0.143,3.242,3.73,2.531,3.669,219.3,78.1,226.2,0,0,0,0,0,0,0.62558,0,0.37442,0,0,0,0,0,19.8874,23.6212,47.656,0,47.656,47.656,0,0,0,0,0,420.6883,0,420.6883,142.968,43.5087
3801,29,116,47,38,7,-1.776,1.979,19.495,2.178,1308.089,93.698,1114,1508,21.27,598,1688,914,218.4,1.479,0.452,0.731,12.889,0.138,2.801,3.421,2.348,3.333,306.9,72.8,317.5,0,0,0.00307,0,0,0,0.61444,0.00768,0.36866,0,0,0,0,0.00614,39.8846,47.7699,60.514,0,60.514,60.514,236.059,0,0,0,0,158.7727,0,394.8317,181.542,87.6545
3909,20,152,56,46,18,-5.771,0.684,19.311,0.749,1098.797,17.843,1066,1142,25.082,360,651,490,68.8,1.459,0.535,0.728,4.823,0.059,1.539,1.666,0.921,1.213,297.7,79.6,,0,0,0.04173,0,0,0,0.70788,0,0.23338,0,0,0,0,0.017,0,44.4995,34.973,0,34.973,34.973,0,0,0,0,0,0,0,0,104.919,44.4995
3910,18,109,63,42,16,-5.69,0.482,19.381,0.608,1102.531,8.506,1082,1126,25.071,363,608,487,60.3,1.439,0.486,0.645,5.421,0.051,1.499,1.695,1.016,1.372,258.5,78.4,,0,0,0.02167,0,0,0,0.59752,0,0.36997,0,0,0,0,0.01084,0,43.59,65.485,0,65.485,65.485,0,0,0,0,0,414.9036,0,414.9036,196.455,43.59
3911,17,114,37,39,16,-5.331,0.587,19.575,0.609,1099.849,9.691,1077,1125,24.906,334,532,450,48.6,1.355,0.752,0.766,4.533,0.01,1.326,1.51,0.937,1.309,215.7,77.2,221.2,0,0,0.01077,0,0,0,0.88923,0,0.09385,0,0,0,0,0.00615,30.3832,31.6629,48.667,0,48.667,48.667,0,0,0,0,0,324.0874,0,324.0874,146.001,62.0462
3912,8,110,32,38,15,-5.077,0.348,19.875,0.395,1079.067,18.24,1035,1114,24.952,306,536,436,32.9,1.283,0.776,0.729,2.686,0.042,0.772,0.854,0.492,0.622,181.7,75,197.2,0,0,0.06192,0,0,0,0.93653,0,0.00155,0,0,0,0,0,11.4064,48.2554,33.197,0,33.197,33.197,0,0,0,0,0,0,0,0,99.591,59.6617
3913,19,110,14,36,13,-4.75,0.437,20.258,0.445,1059.583,20.757,1018,1107,25.008,255,478,386,47.2,1.512,0.542,0.789,4.441,0.032,1.101,1.307,0.85,1.008,104.3,78.7,120,0,0,0.33849,0,0,0,0.65997,0,0,0,0,0,0,0.00155,22.7595,10.6946,74.012,0,74.012,74.012,0,0,0,0,0,0,0,0,222.036,33.4541
3914,16,97,27,38,15,-4.495,0.55,20.573,0.513,1013.301,20.66,961,1048,25.068,285,426,370,26.2,1.44,0.406,0.709,2.585,0,0.757,0.817,0.468,0.581,193.4,77.6,195.8,0,0,0.14815,0,0,0,0.80556,0,0.0108,0,0,0,0,0.03549,63.5857,29.7546,48.043,0,48.043,48.043,0,0,0,0,0,0,0,0,144.129,93.3402
3915,22,98,36,38,16,-3.616,0.585,21.239,0.503,967.659,28.205,920,1040,24.855,242,397,329,37.7,1.352,0.377,0.789,3.196,0.03,0.878,0.979,0.593,0.731,152.5,73.7,154.3,0.00926,0.01543,0.11574,0,0,0,0.65278,0,0.00463,0.00926,0,0,0,0.1929,16.0884,96.7705,27.637,0,27.637,27.637,0,0,0,0,0,0,0,0,82.911,112.8589
3916,21,93,17,34,13,-3.043,0.472,21.555,0.507,961.676,21.875,920,1002,24.598,213,388,312,39.2,1.277,0.476,0.833,3.605,0.041,1.074,1.206,0.695,1,71.6,78.2,95.7,0.01075,0.02611,0.14593,0.00154,0,0.00307,0.22427,0,0.00307,0.03533,0,0,0,0.54992,17.4505,113.5483,71.689,2.213,71.689,71.689,0,0,0,0,0,0,0,0,217.28,130.9988
3917,11,105,28,34,10,-2.942,0.429,21.498,0.503,1000.218,11.341,972,1029,24.439,274,426,349,28.2,1.489,0.413,0.735,2.571,0.01,0.814,0.885,0.477,0.633,97.8,77.8,,0.00154,0,0.05684,0,0,0,0.82181,0,0.03994,0,0,0,0,0.07988,9.0748,120.3882,31.131,0,31.131,31.131,0,0,0,0,0,0,0,0,93.393,129.463
3918,19,100,23,35,12,-2.884,0.453,21.45,0.498,1078.439,29.731,1010,1114,24.334,301,450,370,34.5,1.457,0.46,0.717,2.757,0.01,0.989,1.055,0.553,0.813,69.4,78.5,,0,0,0.01237,0,0,0,0.97372,0,0.01237,0,0,0,0,0.00155,29.7656,45.9393,54.569,0,54.569,54.569,0,0,0,0,0,0,0,0,163.707,75.7049
3919,11,92,18,34,9,-2.59,0.492,21.594,0.498,1137.016,11.805,1100,1159,24.184,303,487,387,33.8,1.431,0.498,0.727,3.417,0.014,0.938,1.021,0.579,0.742,146.6,79.1,,0,0,0.00155,0,0,0,0.99845,0,0,0,0,0,0,0,27.7637,26.8279,31.446,0,31.446,31.446,0,0,0,0,0,0,0,0,94.338,54.5916
3920,18,80,24,28,9,-2.207,0.438,21.894,0.509,1125.934,11.033,1091,1149,24.1,244,427,363,41.2,1.388,0.455,0.456,3.333,0.014,1.17,1.27,0.727,1.025,194.1,78,196.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32.735,0,32.735,32.735,0,0,0,0,0,0,0,0,98.205,0
3921,20,70,42,28,9,-1.828,0.401,21.972,0.333,1151.875,10.417,1128,1171,23.8,244,427,345,36.9,1.399,0.648,0.783,2.935,0,0.86,0.953,0.585,0.766,270.3,78.4,286.5,0,0,0.0031,0,0,0,0.99381,0,0,0,0,0,0,0.0031,0.2261,28.5244,40.833,0,40.833,40.833,0,0,0,0,0,0,0,0,122.499,28.7505
