"hsa","obsratewm100k","obsratebm100k","femhh","popdens","pctblack","pcthispan","dthswm","obslnrwm","predlnrwm","residwm","dthsbm","obslnrbm","predlnrbm","residbm","predratewm100k","smpredratewm100k","predratebm100k","urbanRural","BM15-24","WM15-24"
1,3.68,0.1,6.9,62.2,1.7991083831,0.3512229968,2,-10.2095,-9.7168,-0.4926,0,-13.8155,-12.225,-1.5905,6.03,6.02625,0.49,4.71,2495,55835
2,4.66,92.48,7.7,279.8,1.707868575,0.4029660321,5,-9.9748,-9.5887,-0.3862,2,-6.9859,-9.2435,2.2576,6.85,6.14062,9.67,0.1,2165,109750
3,8.48,43.07,8.3,142.5,20.281545757,1.388682712,8,-9.3751,-9.7578,0.3826,14,-7.7501,-7.3993,-0.3508,5.78,6.38803,61.17,5.02,32580,95455
4,7.8,41.45,8.6,647.5,8.3364188782,6.9978310389,27,-9.4586,-9.5802,0.1217,18,-7.7885,-7.162,-0.6265,6.91,6.90831,77.55,0.5,43535,350570
5,10.02,62,8.8,682.9,29.021810179,1.9731619219,12,-9.2085,-9.289,0.0805,35,-7.3858,-7.1548,-0.231,9.24,9.24354,78.11,0.09,56545,120985
6,5.99,92.86,9.1,477.1,28.483865468,2.2452448796,21,-9.7221,-9.328,-0.3941,142,-6.9818,-6.6412,-0.3406,8.89,7.95838,130.55,0.16,153085,356275
7,9.14,101.54,7.8,99.8,4.347289005,0.3820129644,9,-9.3,-9.077,-0.2231,6,-6.8925,-7.5301,0.6376,11.43,11.42639,53.67,3.15,5915,99535
8,3.46,0.1,6.5,169.7,0.6580437539,0.5736188288,4,-10.2725,-10.0121,-0.2604,0,-13.8155,-8.5834,-5.2321,4.49,4.48539,18.72,4.64,1370,119155
9,1.81,0.1,7,183.1,0.5973722611,0.700186697,2,-10.9178,-10.0868,-0.831,0,-13.8155,-13.1092,-0.7063,4.16,4.16254,0.2,4.25,1410,116735
10,1.72,38.4,8.8,261.1,6.1909258845,1.5455569638,3,-10.9702,-10.0269,-0.9433,6,-7.8648,-7.7632,-0.1016,4.42,4.4195,42.51,2.3,15665,185100
11,12.82,0.1,7.3,84.5,0.3916857504,0.2052283165,4,-8.9617,-9.0635,0.1017,0,-13.8155,-11.1601,-2.6554,11.58,11.42639,1.42,7.33,755,31440
12,1.85,21.35,6.4,61.2,5.7024327414,0.5219298472,1,-10.9004,-10.0152,-0.8852,1,-8.4517,-7.8589,-0.5928,4.47,4.47151,38.63,6.82,4705,57305
13,24.72,0.1,7.7,90,1.6464239324,0.3093321906,14,-8.3052,-8.7226,0.4173,0,-13.8155,-12.2076,-1.6079,16.29,11.42639,0.5,7,860,56860
14,8.55,75.41,7.9,115,14.369057331,0.5149713642,12,-9.3672,-9.3985,0.0313,21,-7.19,-7.0685,-0.1215,8.28,8.28482,85.15,3.89,27885,142045
15,2.21,0.1,6.3,55.2,0.3812541976,0.7560737252,2,-10.7192,-10.9178,0.1986,0,-13.8155,-12.9923,-0.8232,1.81,2.19971,0.23,6.39,920,94715
16,7.96,185.62,10.7,1134.5,27.235993991,1.1820737159,41,-9.4379,-9.4274,-0.0105,447,-6.2892,-6.2558,-0.0334,8.05,6.38803,191.93,0.08,240935,521305
17,4.24,0.1,6.7,21.8,0.3195830471,0.521191063,4,-10.0692,-9.5684,-0.5009,0,-13.8155,-12.8272,-0.9883,6.99,6.46838,0.27,4.37,645,96705
18,9.12,50.19,8.4,128.3,8.3102980751,0.7023753181,15,-9.3022,-9.3047,0.0025,7,-7.5971,-7.7632,0.1661,9.1,6.65605,42.51,3.51,13975,166255
19,0.89,71.27,6.7,102,1.1977480723,0.8229645004,1,-11.6313,-10.178,-1.4532,2,-7.2464,-8.436,1.1896,3.8,3.79971,21.69,3.41,2810,126840
20,6.88,71.6,8.2,723.1,3.997090231,4.3015572558,29,-9.5843,-9.4565,-0.1278,20,-7.2418,-7.696,0.4543,7.82,7.38112,45.46,2,27970,427720
21,7.61,65.68,6.3,129.8,2.0983146184,1.3617650602,6,-9.4839,-9.8498,0.3659,2,-7.3282,-8.5012,1.173,5.28,5.27577,20.32,2.17,3050,79925
22,6.66,167.78,9.1,1337.2,6.6182176997,4.0326185137,75,-9.6166,-9.646,0.0294,182,-6.3903,-6.4604,0.0701,6.47,6.46838,156.42,0.34,108540,1143095
23,8.46,50.09,8.3,716.8,14.11143869,4.2653524026,29,-9.3777,-9.4667,0.089,39,-7.5991,-7.4344,-0.1647,7.74,6.38803,59.06,0.05,78015,346920
24,6.11,80.75,7.3,99.9,1.4628259718,0.301198909,4,-9.7034,-9.5228,-0.1806,1,-7.1216,-10.3268,3.2052,7.32,7.31645,3.27,3.8,1240,66580
25,7.09,38.27,6.2,103.5,4.1185518492,0.7491754479,6,-9.5546,-9.4093,-0.1453,2,-7.8683,-9.0694,1.2011,8.2,6.38803,11.51,3.57,5240,85865
26,0.81,0.1,5.7,87.7,1.1457215909,0.5533016623,1,-11.7223,-11.2038,-0.5185,0,-13.8155,-13.3364,-0.4791,1.36,3.81075,0.16,4.69,3700,140630
27,0.1,0.1,6.7,65.4,4.7989495056,0.3630384887,0,-13.8155,-10.0779,-3.7376,0,-13.8155,-12.5116,-1.3039,4.2,5.70319,0.37,6.97,1925,31285
28,14.34,187.38,10.3,1725.7,20.684387846,3.0825906451,140,-8.8497,-8.8972,0.0476,586,-6.2798,-6.2569,-0.0229,13.68,13.67714,191.72,0,312890,982950
29,3.54,21.29,7,66.9,6.7543813622,0.4171476545,2,-10.2476,-9.6413,-0.6064,1,-8.4549,-8.8194,0.3645,6.5,6.49885,14.78,6.18,4720,58070
30,0.1,0.1,6.9,31.2,4.804284374,0.273637027,0,-13.8155,-9.9324,-3.8831,0,-13.8155,-12.5869,-1.2286,4.86,8.28482,0.34,7.33,1510,24080
31,7.14,35.56,7,121.3,2.0984633122,0.7228479872,6,-9.5468,-9.3996,-0.1472,1,-7.9417,-9.9965,2.0548,8.28,6.64673,4.56,5.5,2820,85195
32,8.92,46.84,10.3,518.7,6.1153334505,7.9593217865,20,-9.3248,-9.5667,0.2419,9,-7.6662,-8.5019,0.8358,7,7.00221,20.31,2,19255,226800
33,15.2,182.39,9.4,167.9,28.028138961,0.8374211985,32,-8.7918,-9.202,0.4101,175,-6.3068,-6.2997,-0.0072,10.08,9.24354,183.69,3.13,96005,211965
34,1.47,0.1,6.5,73.7,0.7001895216,0.2876747647,1,-11.1277,-9.6188,-1.5089,0,-13.8155,-12.1452,-1.6703,6.65,7.31645,0.53,4.43,750,72995
35,2.56,0.1,6.8,43.3,0.8025823491,0.6988971218,2,-10.571,-10.5868,0.0159,0,-13.8155,-13.0827,-0.7328,2.52,3.81075,0.21,5.76,1335,81135
36,8.71,48.59,8.7,3330.4,10.086294131,16.401845672,52,-9.348,-9.2559,-0.0921,50,-7.6295,-7.4146,-0.2149,9.55,9.55463,60.24,0,103110,603685
37,19.81,0.1,6.9,57,1.3965600775,0.3682170543,6,-8.5267,-9.5031,0.9764,0,-13.8155,-11.279,-2.5365,7.46,7.46201,1.26,7.38,965,30440
38,1.54,0.1,6.9,36.8,0.176154694,0.4091821893,1,-11.0808,-10.3074,-0.7734,0,-13.8155,-12.2828,-1.5328,3.34,3.33851,0.46,5.08,280,69420
39,17.12,107.19,7.5,78.4,5.485816759,0.3499619607,11,-8.6724,-8.613,-0.0595,4,-6.8383,-8.4494,1.6112,18.17,11.42639,21.4,7.41,3735,64615
40,5.39,14.45,7.6,77.7,9.4209828694,0.6392510193,1,-9.8277,-10.5714,0.7437,1,-8.8424,-10.4558,1.6134,2.56,4.47151,2.88,3.11,6970,18890
41,6.85,83.78,7.5,543.1,10.859202948,7.4027174569,27,-9.5892,-9.3296,-0.2597,55,-7.0847,-7.2533,0.1686,8.88,8.87577,70.78,0.91,65725,400230
42,3.74,72.18,8.2,495.9,7.6708471672,0.4953023708,24,-10.1939,-9.7623,-0.4316,49,-7.2338,-7.1338,-0.1,5.76,5.7582,79.77,0.51,67980,659415
43,1.15,69.4,6.9,306.4,6.6595123013,1.5877929066,2,-11.3752,-10.2761,-1.0992,12,-7.273,-7.4165,0.1435,3.44,3.87453,60.12,2,17315,190910
44,7.13,0.1,6.9,74.5,1.7897005619,0.4285017833,4,-9.5484,-9.965,0.4166,0,-13.8155,-12.2228,-1.5928,4.7,4.15589,0.49,3.72,1415,56885
45,5.25,6.68,7.3,59.5,12.878130885,1.4050176269,4,-9.8542,-9.7777,-0.0765,1,-9.614,-8.6503,-0.9637,5.67,5.67021,17.51,5.55,15200,77630
46,8.46,32.41,7.4,112.7,1.8175260449,0.3443061856,11,-9.3777,-9.2176,-0.1601,1,-8.0345,-7.1916,-0.8429,9.93,9.92767,75.29,2.83,3095,131590
47,2.4,94.44,8.2,218.2,0.659888873,0.4961715634,2,-10.6377,-10.2066,-0.4311,1,-6.965,-10.6722,3.7072,3.69,3.79971,2.32,2.62,1060,86975
48,4.87,56.22,5.6,293.2,3.505112172,1.3308547045,9,-9.9304,-9.8143,-0.1161,5,-7.4837,-8.1407,0.657,5.47,5.28,29.14,2.29,8910,188780
49,5.59,140.94,6.6,108.7,0.5818715121,0.8037635945,5,-9.7916,-9.5367,-0.2549,1,-6.5646,-9.6158,3.0512,7.22,2.19971,6.67,3.47,710,91045
50,0.1,0.1,6.6,22.8,0.537866463,0.3519373153,0,-13.8155,-9.7113,-4.1043,0,-13.8155,-11.3888,-2.4267,6.06,7.31645,1.13,7.56,380,21485
51,27.22,0.1,8.2,78.3,0.8347245409,0.2129717754,14,-8.2089,-8.5201,0.3112,0,-13.8155,-11.902,-1.9135,19.94,8.01268,0.68,7.34,800,51620
52,0.1,0.1,6.2,62.3,0.693224533,0.3475567141,0,-13.8155,-10.708,-3.1075,0,-13.8155,-11.8554,-1.9601,2.24,3.81075,0.71,5.41,1235,40850
53,4.73,78.53,6.4,47.4,5.0696700599,0.2440257021,1,-9.96,-9.8183,-0.1417,1,-7.1494,-9.9374,2.788,5.44,6.49885,4.83,7.69,1275,21620
54,3.54,102.28,9.1,491.6,10.12757572,2.4388151699,23,-10.2487,-9.6933,-0.5554,97,-6.8852,-6.7821,-0.103,6.17,5.27577,113.39,0.2,94925,668520
55,6.41,0.1,7.7,73.2,1.2195121951,0.3874976727,2,-9.6554,-9.2426,-0.4127,0,-13.8155,-12.1754,-1.6402,9.68,9.68255,0.52,8.03,1045,31705
56,3.82,66.56,8.3,281.3,6.1075064965,1.2437282429,9,-10.1717,-9.7998,-0.3719,13,-7.3148,-7.4936,0.1788,5.55,4.70171,55.66,2,19560,241700
57,1.54,43.87,7,127.5,1.1836800823,0.3693043735,2,-11.0816,-10.493,-0.5886,1,-7.7318,-11.2227,3.4908,2.77,3.81075,1.34,3.34,2285,138950
58,5.37,0.1,6.1,49.1,0.9337980551,1.1402055714,4,-9.8323,-10.3371,0.5048,0,-13.8155,-13.1683,-0.6472,3.24,3.79971,0.19,5.33,2520,75915
59,2.87,30.36,7.6,118.2,3.7549934803,1.6627220009,4,-10.4586,-10.0164,-0.4421,4,-8.0999,-7.4894,-0.6105,4.47,4.46614,55.9,2,13220,144400
60,17.99,88.6,8,79.4,5.8601494359,0.4465215968,10,-8.6229,-8.9954,0.3725,3,-7.0288,-6.7403,-0.2885,12.4,11.42639,118.23,6.15,3390,55885
61,12.65,282.34,11.2,1248.3,39.221952119,5.1611158412,58,-8.9749,-9.3522,0.3772,993,-5.8698,-6.0077,0.1379,8.68,6.38803,245.97,0.18,351830,461995
62,2.21,0.1,7.3,77.6,2.9197006472,0.3296925566,1,-10.7199,-9.8247,-0.8952,0,-13.8155,-12.039,-1.7765,5.41,5.70319,0.59,3.92,2335,47390
63,1.93,0.1,5.9,66.5,2.9491321343,1.0472047688,1,-10.8579,-9.7799,-1.078,0,-13.8155,-12.4873,-1.3282,5.66,7.85873,0.38,5.62,3305,54790
64,7.95,48.13,9.4,404.3,13.857790468,5.4577729356,7,-9.4394,-9.8754,0.436,9,-7.6391,-6.9345,-0.7046,5.14,6.38803,97.36,2,18740,89140
65,3.06,0.1,7.4,100.5,2.9946699852,0.8640728827,2,-10.3958,-11.3322,0.9365,0,-13.8155,-11.6297,-2.1858,1.2,4.15589,0.89,3.9,6905,67655
66,8.74,91.41,9.5,2621.6,21.846549858,10.453077812,48,-9.345,-9.4161,0.0711,195,-6.9976,-6.979,-0.0186,8.14,8.14029,93.12,0,213560,555570
67,8.48,0.1,7,42.3,1.1045283365,0.3100027556,2,-9.375,-9.9908,0.6158,0,-13.8155,-11.7704,-2.0451,4.58,4.58195,0.77,7.92,1030,23860
68,5.67,80.3,8.5,901.8,1.8759298354,2.3352243146,12,-9.7785,-9.6304,-0.1481,5,-7.1272,-7.2717,0.1444,6.57,6.57008,69.49,2.29,6235,215615
69,7.42,51.6,6.4,1354.7,9.329030815,7.2141193653,25,-9.5089,-9.849,0.3402,27,-7.5695,-7.6274,0.0579,5.28,6.38803,48.69,0.07,52430,341575
70,5.75,0.1,7,109.8,4.2435657506,0.7515901336,6,-9.7631,-9.3925,-0.3706,0,-13.8155,-11.0879,-2.7276,8.33,9.2602,1.53,5.74,5130,106125
71,7.28,9.14,9,42,38.514799844,0.2555743904,1,-9.5283,-9.5913,0.063,1,-9.3005,-8.5464,-0.7541,6.83,8.28482,19.42,6.91,11065,13935
72,4.73,0.1,5.9,159.9,3.9592371797,0.6749586442,4,-9.9589,-10.1585,0.1996,0,-13.8155,-13.5015,-0.314,3.87,3.87453,0.14,3.74,9200,86380
73,5.05,0.1,6.4,51.9,2.0411959683,0.510721775,1,-9.8939,-9.4207,-0.4732,0,-13.8155,-11.655,-2.1605,8.1,8.28482,0.87,7.99,2325,20210
74,8.71,40.44,7.9,781.2,1.8916395993,5.4718454022,25,-9.349,-9.6249,0.2759,5,-7.8131,-7.8845,0.0713,6.61,6.57008,37.65,0.54,12395,290510
75,4.64,42.91,7.7,610.4,13.118308948,2.0506884279,10,-9.9784,-9.6585,-0.32,18,-7.7538,-7.6011,-0.1527,6.39,6.38803,49.99,1.48,42045,220315
76,3.01,0.1,7.8,118.5,1.1029273255,2.7766266059,1,-10.4097,-10.2308,-0.1789,0,-13.8155,-12.6597,-1.1558,3.6,3.60429,0.32,3.02,870,34320
77,4.31,67.9,11.5,82,46.28943074,1.600202798,1,-10.0527,-9.3249,-0.7278,17,-7.2949,-7.5459,0.251,8.92,8.91759,52.83,3.52,25075,23770
78,5.58,0.1,8.1,237.6,1.0540570826,0.5483671771,8,-9.7932,-9.9679,0.1747,0,-13.8155,-12.4619,-1.3536,4.69,4.48539,0.39,2,3550,145905
79,17.23,113.09,8.2,103.4,22.535522263,0.4107002882,4,-8.6665,-8.7097,0.0432,9,-6.7847,-6.8095,0.0248,16.5,10.81923,110.32,5.17,7965,23355
80,1.78,0.1,6.5,49.3,3.4127178,1.7600205035,2,-10.9362,-11.6301,0.6939,0,-13.8155,-13.1512,-0.6644,0.89,5.27577,0.19,5.11,11300,119030
81,1.62,0.1,6.6,38.9,3.7486517231,2.3134367945,1,-11.0315,-11.0578,0.0263,0,-13.8155,-13.5235,-0.292,1.58,2.19971,0.13,5.77,6790,65860
82,14.32,120.58,6.2,52.8,3.0133294368,0.4513499911,3,-8.8514,-9.2201,0.3687,1,-6.7206,-10.8454,4.1248,9.9,6.65605,1.95,7.81,830,21100
83,6.7,66.67,6.4,2213.4,7.4146523931,6.0216647785,56,-9.6101,-9.5504,-0.0597,62,-7.3132,-7.2082,-0.105,7.12,7.11728,74.05,0,93135,847825
84,3.59,63.79,6.3,423.2,2.0049508534,4.2075015562,8,-10.2334,-9.5607,-0.6726,5,-7.3573,-8.4304,1.0732,7.04,7.04435,21.81,2.55,7850,228900
85,7.9,147.29,8.2,591.9,7.9566155182,4.6795962932,27,-9.4463,-9.514,0.0678,64,-6.5205,-6.46,-0.0605,7.38,7.38112,156.48,2.18,43480,346225
86,5.1,32.94,6.6,183,7.0031366544,6.6114253254,7,-9.8832,-9.3948,-0.4884,5,-8.0182,-8.1208,0.1026,8.32,8.31554,29.73,2.62,15225,139935
87,3.47,29.58,5.1,582.4,2.4204412127,4.0204890131,6,-10.2677,-10.108,-0.1597,2,-8.1259,-8.4403,0.3144,4.08,7.04435,21.6,0.24,6785,177850
88,3.89,0.1,6.9,105.9,2.5093589272,1.294514051,6,-10.1538,-10.48,0.3262,0,-13.8155,-12.7447,-1.0708,2.81,3.24082,0.29,2.33,6760,158195
89,1.49,0.1,6,74.1,8.2295584515,1.8701023693,1,-11.1135,-10.0801,-1.0334,0,-13.8155,-13.5862,-0.2293,4.19,5.67021,0.13,5.4,10550,71890
90,7.55,0.1,6.6,75.8,0.3061525929,0.6087244537,3,-9.4909,-9.9793,0.4884,0,-13.8155,-12.2834,-1.5321,4.63,4.63495,0.46,5.12,255,40250
91,6.26,0.1,6.1,176.7,0.6754157543,1.2600239688,11,-9.6791,-9.8053,0.1263,0,-13.8155,-10.8972,-2.9183,5.52,5.51585,1.85,3.07,1965,178630
92,12.29,111.84,7.2,60.1,0.9072213066,0.7577194032,6,-9.0038,-9.2109,0.207,1,-6.7959,-9.1208,2.3249,9.99,9.99441,10.94,6.39,895,49205
93,3.4,0.1,5,267.5,1.6044497274,1.7544123621,2,-10.2884,-10.8103,0.5219,0,-13.8155,-12.8905,-0.925,2.02,7.04435,0.25,1,3505,60560
94,81.07,208.21,14.6,23723.9,28.775945147,23.733858796,1200,-7.1176,-7.1987,0.0812,1933,-6.1744,-6.2339,0.0595,74.76,74.7557,196.18,0,928900,1481955
95,3.16,0.1,7.3,44.4,0.2948589654,0.4709181298,2,-10.3632,-9.6817,-0.6815,0,-13.8155,-12.4161,-1.3994,6.24,4.63495,0.41,4.31,315,65415
96,13.9,0.1,8.6,75.5,2.3647537069,0.1655752147,5,-8.8807,-8.8955,0.0148,0,-13.8155,-12.1378,-1.6777,13.7,8.01268,0.54,6.72,945,36220
97,14.28,0.1,6.8,67.1,6.438346827,0.561963692,7,-8.8543,-9.2846,0.4303,0,-13.8155,-11.3146,-2.5009,9.28,8.28482,1.22,4.66,4190,49375
98,3.1,0.1,6.3,202,0.4210996206,0.70865263,3,-10.3828,-9.9108,-0.4719,0,-13.8155,-12.9539,-0.8616,4.96,4.96357,0.24,3.22,890,100130
99,2.53,46.2,7.2,65,17.131819036,0.8686383573,2,-10.5829,-9.4513,-1.1316,8,-7.68,-7.6004,-0.0796,7.86,7.85873,50.03,4.62,17355,82150
100,4.81,77.85,7.6,177.9,3.1444086422,0.4503382672,6,-9.9432,-9.6167,-0.3265,4,-7.1582,-7.3114,0.1532,6.66,6.64673,66.79,0.98,5145,127515
101,3.69,58.24,7.9,355.8,1.9552524567,4.2788058944,10,-10.2085,-10.0174,-0.191,6,-7.4484,-8.1379,0.6895,4.46,4.96357,29.23,2.18,10320,278890
102,0.1,336.24,7.6,53.5,6.6022110088,0.4891953315,0,-13.8155,-10.7646,-3.0509,2,-5.6951,-9.0677,3.3726,2.11,4.58195,11.53,3.55,595,8690
103,0.1,0.1,6.6,41.2,0.1926459502,0.42856744,0,-13.8155,-10.7246,-3.0909,0,-13.8155,-11.1721,-2.6434,2.2,2.19971,1.41,7.28,40,26510
104,20.06,0.1,7.8,31.8,2.1420943527,0.2198630567,1,-8.5142,-10.9224,2.4082,0,-13.8155,-10.3189,-3.4966,1.8,6.49885,3.3,9,95,5010
105,3.6,0.1,7,149.2,2.475185237,1.7174612051,3,-10.2316,-10.183,-0.0486,0,-13.8155,-13.2074,-0.6081,3.78,4.15589,0.18,4.66,3090,85680
106,2.5,39.08,7.7,170.3,3.6143536346,1.5631857856,4,-10.5985,-10.1747,-0.4238,4,-7.8472,-9.5096,1.6625,3.81,5.86338,7.41,2.7,10260,166985
107,10.88,27.94,7.6,84,18.251993463,0.6627084822,3,-9.1264,-9.7294,0.603,2,-8.183,-8.0962,-0.0868,5.95,6.38803,30.47,4.85,7185,27840
108,3.66,15.89,6.4,934.4,6.0034856594,3.6112769903,10,-10.2158,-10.0381,-0.1777,4,-8.7471,-8.656,-0.0912,4.37,6.38803,17.41,0,25330,280995
109,5.06,27.23,5.3,330,11.282169579,3.9365735262,5,-9.8917,-10.0378,0.1461,4,-8.2087,-8.0035,-0.2052,4.37,6.38803,33.43,0.18,14745,100825
110,7.39,0.1,5.6,67.4,1.9047447426,0.4505072712,3,-9.5124,-10.1751,0.6627,0,-13.8155,-13.2782,-0.5373,3.81,3.81075,0.17,6.37,1840,41135
112,1.29,0.1,7.6,111.4,2.8327660246,1.4922715149,1,-11.2555,-10.1185,-1.137,0,-13.8155,-13.3564,-0.4591,4.03,4.03266,0.16,4.31,7145,83780
114,18.71,0.1,7.6,93.6,5.7548191788,0.4837728345,4,-8.5839,-9.7719,1.188,0,-13.8155,-11.8573,-1.9582,5.7,5.70319,0.71,4.97,2425,21495
115,2.77,30.22,6.3,54,7.2272280228,0.3606163261,1,-10.4954,-9.8829,-0.6125,1,-8.1044,-9.1059,1.0015,5.1,5.104,11.1,6.73,3320,37505
116,15.92,0.1,6.9,48.1,4.0491231892,0.52554188,2,-8.7452,-10.2866,1.5414,0,-13.8155,-11.9643,-1.8512,3.41,4.36416,0.64,6.76,655,12640
117,6.32,0.1,6.5,87,1.1976464854,0.3736842716,2,-9.6691,-11.4458,1.7767,0,-13.8155,-11.5889,-2.2266,1.07,5.57742,0.93,4,625,32150
119,0.1,0.1,6.6,46.2,2.8630524712,0.081645983,0,-13.8155,-11.2616,-2.5539,0,-13.8155,-10.7743,-3.0412,1.29,5.70319,2.09,6.35,215,6060
121,25.67,187.3,7.9,1326,9.8809272091,8.1037159652,60,-8.2675,-8.6573,0.3898,68,-6.2802,-6.2063,-0.074,17.39,17.38531,201.67,2,36325,234630
122,9.03,0.1,7,67,0.1931061118,0.4521901452,2,-9.3121,-9.7674,0.4553,0,-13.8155,-11.719,-2.0965,5.73,4.4195,0.81,7,120,22390
123,0.1,0.1,7.4,80,0.3925925926,0.0296296296,0,-13.8155,-10.7329,-3.0826,0,-13.8155,-9.7044,-4.1111,2.18,9.92767,6.1,7,45,10260
124,0.1,0.1,7.7,67,19.72312521,2.8472144378,0,-13.8155,-9.8918,-3.9237,0,-13.8155,-11.7748,-2.0407,5.06,6.38803,0.77,6,1235,5570
125,8.91,0.1,5.7,42,0.1347554332,0.1949653076,1,-9.3257,-11.1041,1.7784,0,-13.8155,-9.8341,-3.9814,1.51,3.81075,5.36,7,5,11350
126,4.28,72.04,9.4,1458,18.79941318,5.7463538598,4,-10.058,-10.084,0.026,20,-7.2357,-6.9822,-0.2535,4.17,7.73864,92.83,2,27800,95595
127,15.33,9.32,10.6,284,16.950011952,12.566912707,6,-8.7832,-9.732,0.9488,1,-9.2811,-8.9133,-0.3678,5.94,6.38803,13.46,3,10850,39400
128,12.35,0.1,5.5,37,0.6297719204,0.3185332879,2,-8.9995,-10.0884,1.0889,0,-13.8155,-11.4526,-2.3629,4.16,4.15589,1.06,6,245,16330
129,16.64,0.1,7.3,268,3.0723354737,0.376119527,5,-8.7011,-9.7442,1.0431,0,-13.8155,-12.9541,-0.8614,5.86,5.57742,0.24,4,1520,30230
130,24.26,13.52,10.8,38.1,55.453459829,0.2587407948,1,-8.3243,-9.2924,0.968,1,-8.9085,-7.7938,-1.1147,9.21,9.21217,41.23,7.29,7450,4140
131,0.1,0.1,6.9,63.5,3.8286671453,0.3828667145,0,-13.8155,-10.3181,-3.4974,0,-13.8155,-11.6708,-2.1447,3.3,4.58195,0.85,6.66,415,10460
132,10.98,42.81,9.6,91.3,33.157398535,0.3894779141,3,-9.1169,-9.2872,0.1703,7,-7.7562,-7.3177,-0.4385,9.26,9.2602,66.37,4.36,16390,27575
135,7.11,62.52,5.7,145.3,14.388826947,1.604952761,4,-9.5508,-9.808,0.2572,7,-7.3775,-8.1767,0.7992,5.5,6.38803,28.11,1.51,9355,57025
136,0.1,0.1,5.8,12,1.1514217355,0.6107941474,0,-13.8155,-11.1172,-2.6983,0,-13.8155,-12.9486,-0.867,1.49,1.48546,0.24,5,725,32475
137,13.32,52.05,10.1,68.5,37.912161558,1.5101420785,1,-8.9238,-9.4387,0.5149,3,-7.5608,-8.0229,0.4621,7.96,7.95838,32.79,7.58,5775,7565
138,0.1,0.1,5.8,16.6,0.1333883055,0.472922174,0,-13.8155,-10.7936,-3.0219,0,-13.8155,-10.7285,-3.087,2.05,3.33851,2.19,7.31,25,12955
139,7.51,18.22,6.4,405,2.9252086782,4.8406795375,8,-9.4969,-9.5498,0.053,1,-8.6106,-7.8654,-0.7453,7.12,6.38803,38.38,2,5520,107980
140,2.17,49.73,5.4,467,2.2636002857,3.5102241605,3,-10.7374,-10.1463,-0.5911,3,-7.6064,-7.8949,0.2885,3.92,4.48539,37.26,2,6045,144800
141,8.4,157.31,8.6,214.3,13.387964267,0.556773851,11,-9.3847,-9.4542,0.0695,36,-6.4547,-6.7413,0.2866,7.84,8.04077,118.11,2.08,22900,132525
142,8.22,93.79,7.5,396.9,11.741447981,6.6376248778,39,-9.4069,-9.2542,-0.1527,78,-6.9719,-7.0625,0.0905,9.57,9.57088,85.66,0.74,83260,480540
143,6.09,74.94,9.7,115.4,34.125941643,1.9700694936,8,-9.7057,-9.1737,-0.532,55,-7.1962,-7.0941,-0.1021,10.37,10.3732,83,3.44,73490,133475
144,6.25,64.3,13.3,54.2,46.117326744,0.7853433089,2,-9.6806,-9.2008,-0.4798,24,-7.3493,-7.1509,-0.1984,10.1,9.86433,78.42,4.27,37380,32530
145,5.19,70.52,6.8,166.8,3.0534738208,2.3446135748,2,-9.8654,-9.0936,-0.7718,1,-7.257,-7.6059,0.3489,11.24,9.86433,49.75,4.8,1420,39260
146,10.79,137.65,12.4,219.4,41.29780569,0.7277096287,24,-9.1342,-9.4325,0.2983,261,-6.5882,-6.6949,0.1066,8.01,8.00788,123.72,0.74,189755,224495
147,8.48,74.79,7.6,191.2,5.9223240967,0.5351890116,18,-9.3751,-9.4319,0.0568,13,-7.1982,-6.7171,-0.4812,8.01,8.04077,121,2.64,17405,214775
148,8.46,118.06,9.5,221.5,18.26388059,0.7485759887,17,-9.3777,-9.2675,-0.1103,66,-6.7417,-6.8908,0.1491,9.44,6.49885,101.71,2.18,55950,203385
149,5.92,82.97,8.3,221.9,17.653939955,0.742050138,7,-9.7344,-9.407,-0.3274,27,-7.0944,-7.0586,-0.0358,8.21,9.20941,86,2.58,32580,120250
150,8.9,187.87,9.1,176.3,24.693862212,0.3894746192,23,-9.3269,-9.3819,0.055,181,-6.2772,-6.4098,0.1325,8.42,8.32385,164.54,2.72,96400,261365
151,8.54,64.51,6.6,117.6,1.7109424885,0.2310559375,10,-9.368,-9.7026,0.3346,2,-7.3461,-8.6442,1.2981,6.11,7.50917,17.61,2.77,3105,118465
152,5.18,100.61,10.5,103.3,33.733600224,1.2111720719,6,-9.8677,-8.9859,-0.8818,71,-6.9017,-6.8734,-0.0283,12.52,10.16475,103.5,2.65,70640,118055
153,10.48,123.78,10.4,858.9,32.026960264,2.1186658121,49,-9.163,-9.224,0.061,334,-6.6944,-6.7008,0.0064,9.86,9.86433,122.99,0.13,270045,471845
154,15.47,39.08,7.8,122.8,10.619779142,0.7722599664,12,-8.7737,-8.9998,0.2262,4,-7.8472,-7.2334,-0.6138,12.34,9.86433,72.21,4.16,10260,78045
155,10.47,35.51,7.9,62.3,13.987324504,1.7680393236,7,-9.1647,-8.8567,-0.308,6,-7.9431,-7.3614,-0.5818,14.24,10.0767,63.53,4.47,16945,67520
156,6.07,54.21,10.5,58.7,33.079361209,0.5399447357,4,-9.7092,-9.9409,0.2316,15,-7.52,-7.5377,0.0176,4.82,8.08593,53.26,3.81,27720,66980
