ID AR
-0.991189 1.022966
-0.996496 1.047468
-0.808173 1.027129
-0.663751 1.016051
-0.649461 1.195642
-0.642553 1.273688
-0.639007 1.322192
-0.629628 1.432982
-0.62072 1.517555
-0.355196 1.502143
-0.363916 1.284899
-0.338467 1.264181
-0.306907 1.271017
-0.292603 1.256865
-0.292513 1.244756
-0.225243 1.224224
-0.194237 1.232678
-0.180757 1.203402
-0.153077 1.215256
-0.143863 1.204775
-0.137648 1.206015
-0.131436 1.195835
-0.109713 1.207878
-0.103498 1.183078
-0.086096 1.210358
-0.063722 1.196718
-0.057507 1.209118
-0.032791 1.180051
-0.013827 1.196748
0.03644 1.208277
0.066035 1.201054
0.070658 1.210857
0.116986 1.18197
0.139503 1.175561
0.180458 1.166679
0.18171 1.107241
0.184227 0.992826
0.198242 0.968306
0.227951 0.902882
ID CO
-0.552003 2.018464
-0.504582 2.015264
-0.511721 1.903559
-0.532342 1.566854
-0.616738 1.57343
-1.146439 1.62937
-1.085511 2.073571
-0.929585 2.054066
-0.809149 2.039422
-0.671166 2.027428
-0.554712 2.018597
ID MO
0.604039 1.533298
0.599245 1.5235
0.587445 1.529281
0.583706 1.514631
0.577742 1.514213
0.572815 1.52333
0.573037 1.513959
0.575094 1.486346
0.560167 1.484153
0.570969 1.472237
0.559419 1.457638
0.53933 1.455831
0.502116 1.453118
0.527813 1.489021
0.516836 1.509737
0.463959 1.509737
0.372574 1.503477
0.122656 1.496302
