fips,pop_total,pop_nhWhite,pop_black,pop_Hisp,popPctBlk,popPctHisp,Households,HHEnglish,HHPctNonEnglish,HHPctLingIsolated,PctForeignBorn,FamMedInc,FamMedIncBlk,FamMedIncHisp,FamMedIncNHWht,PctPovBlk,PctPovHisp,PctPovNHWht,PctAllPov,PctCrowdedBlk,PctCrowdedHisp,PctCrowdedNHWht,HHmedValueBlk,HHmedValueHisp,HHmedValueNHWht,X2006.2005,ALLpop2005,ALLpop2006,ALLpop2007,ALLpc0506,ALLpc0507,ALLpc0607,Wpop2005,Wpop2006,Wpop2007,Wpc0506,Wpc0507,Wpc0607,WFpop2005,WFpop2006,WFpop2007,WFpc0506,WFpc0507,WFpc0607,WMpop2005,WMpop2006,WMpop2007,WMpc0506,WMpc0507,WMpc0607,Bpop2005,Bpop2006,Bpop2007,Bpc0506,Bpc0507,Bpc0607,BFpop2005,BFpop2006,BFpop2007,BFpc0506,BFpc0507,BFpc0607,BMpop2005,BMpop2006,BMpop2007,BMpc0506,BMpc0507,BMpc0607,Hpop2005,Hpop2006,Hpop2007,Hpc0506,Hpc0507,Hpc0607,HFpop2005,HFpop2006,HFpop2007,HFpc0506,HFpc0507,HFpc0607,HMpop2005,HMpop2006,HMpop2007,HMpc0506,HMpc0507,HMpc0607,Apop2005,Apop2006,Apop2007,Apc0506,Apc0507,Apc0607
22061,42509,24216,16758,398,0.3942,0.0094,15249,14281,0.0635,0.008,0.0212,38972,20386,29792,49518,0.3851,0.2,0.0651,0.2648,0.0651,0.0748,0.0125,55100,82000,88600,-1.71,42715,42580,42562,-0.316048227,-0.35818799,-0.042273368,23928,23492,23583,-1.822133066,-1.441825476,0.387365912,11926,11719,11749,-1.735703505,-1.484152272,0.255994539,12002,11773,11834,-1.908015331,-1.399766706,0.518134715,17144,17482,17359,1.971535231,1.254083061,-0.703580826,9133,9291,9224,1.729990146,0.996386729,-0.721127973,8011,8191,8135,2.246910498,1.547871676,-0.683677207,567,583,601,2.821869489,5.996472663,3.087478559,260,269,277,3.461538462,6.538461538,2.973977695,307,314,324,2.280130293,5.537459283,3.184713376,669,605,582,-9.56651719,-13.0044843,-3.801652893
22063,91814,85780,3778,880,0.0411,0.0096,32654,30307,0.0719,0.0039,0.0076,44071,27127,34583,45141,0.2503,0.0933,0.0845,0.1137,0.065,0.0646,0.0405,71900,97500,97400,4.7,107480,113275,116580,5.391700782,8.466691477,2.917678217,99152,103661,106141,4.547563337,7.0487736,2.392413733,50034,52351,53602,4.630851021,7.131150817,2.389639166,49118,51310,52539,4.462722424,6.964860133,2.395244592,5400,6341,6778,17.42592593,25.51851852,6.891657467,2852,3340,3569,17.11079944,25.14025245,6.856287425,2548,3001,3209,17.77864992,25.94191523,6.931022992,1505,1725,1951,14.6179402,29.6345515,13.10144928,734,844,950,14.98637602,29.42779292,12.55924171,771,881,1001,14.26718547,29.83138781,13.62088536,392,491,607,25.25510204,54.84693878,23.62525458
22065,13728,5030,8355,288,0.6086,0.021,4459,4294,0.037,0,0.0046,23589,16204,31944,36069,0.4448,0.1,0.1256,0.3665,0.1226,0.0556,0.0117,27800,NA,57800,-4.07,12105,11964,11858,-1.164807931,-2.040479141,-0.885991307,4404,4215,4188,-4.291553134,-4.904632153,-0.640569395,2239,2137,2117,-4.555605181,-5.448861099,-0.935891437,2165,2078,2071,-4.018475751,-4.341801386,-0.336862368,7332,7376,7291,0.600109111,-0.55919258,-1.152386117,3761,3781,3726,0.531773465,-0.930603563,-1.454641629,3571,3595,3565,0.67208065,-0.168020162,-0.83449235,186,188,190,1.075268817,2.150537634,1.063829787,76,77,78,1.315789474,2.631578947,1.298701299,110,111,112,0.909090909,1.818181818,0.900900901,20,20,20,0,0,0
22067,31021,17172,13352,204,0.4304,0.0066,11410,11038,0.0326,0.0027,0.0035,31358,19161,31023,38832,0.3889,0.234,0.1013,0.2679,0.0879,0.1778,0.0297,32800,132100,61900,-1.91,29440,29274,28783,-0.563858696,-2.231657609,-1.677256268,16033,15721,15396,-1.945986403,-3.973055573,-2.067298518,8210,8038,7875,-2.09500609,-4.080389769,-2.027867629,7823,7683,7521,-1.789594785,-3.860411607,-2.108551347,12979,13119,12947,1.078665537,-0.246552123,-1.311075539,6938,7014,6921,1.095416547,-0.245027385,-1.325919589,6041,6105,6026,1.059427247,-0.248303261,-1.294021294,171,174,178,1.754385965,4.093567251,2.298850575,73,75,77,2.739726027,5.479452055,2.666666667,98,99,101,1.020408163,3.06122449,2.02020202,71,71,70,0,-1.408450704,-1.408450704
22069,39080,22370,14746,486,0.3773,0.0124,14254,13481,0.0542,0.0055,0.0146,32816,19398,29559,42205,0.3954,0.1023,0.1013,0.2652,0.0904,0.0796,0.0226,50400,74500,84400,-0.15,38803,39412,39485,1.569466278,1.757596062,0.185222775,22084,22040,22084,-0.199239268,0,0.199637024,11421,11409,11442,-0.105069609,0.183871815,0.289245333,10663,10631,10642,-0.30010316,-0.196942699,0.103470981,15177,15789,15785,4.032417474,4.006061804,-0.025334093,8067,8383,8379,3.917193504,3.867608776,-0.047715615,7110,7406,7406,4.163150492,4.163150492,0,463,474,479,2.375809935,3.455723542,1.054852321,225,231,233,2.666666667,3.555555556,0.865800866,238,243,246,2.100840336,3.361344538,1.234567901,263,277,291,5.323193916,10.64638783,5.054151625
22071,484674,129215,322813,15032,0.666,0.031,188365,168104,0.1076,0.0174,0.0425,32338,25017,34077,62312,0.313,0.1694,0.0425,0.2794,0.1064,0.0925,0.0095,73700,86100,138500,-43.67,453726,210198,239124,-53.67292154,-47.29770831,13.76131076,121856,68739,74491,-43.58997505,-38.86964942,8.367884316,61466,34492,37268,-43.88442391,-39.36810594,8.048243071,60390,34247,37223,-43.29027985,-38.36231164,8.689812246,304268,126309,146631,-58.48758331,-51.80860294,16.08911479,165242,70869,81752,-57.11199332,-50.52589535,15.35650284,139026,55440,64879,-60.122567,-53.33318948,17.02561328,11331,6285,7435,-44.53269791,-34.38354955,18.29753381,5688,3168,3691,-44.30379747,-35.10900141,16.50883838,5643,3117,3744,-44.76342371,-33.6523126,20.11549567,10929,6265,7273,-42.67545064,-33.45228292,16.08938547
22073,147250,93967,49475,1548,0.336,0.0105,55276,52333,0.0532,0.0063,0.0101,40206,21807,35938,49222,0.3595,0.2108,0.0696,0.2068,0.1167,0.1474,0.0198,46200,77800,90200,-0.31,148289,149733,149502,0.973774184,0.817997289,-0.154274609,92499,92031,91748,-0.505951416,-0.811900669,-0.30750508,47898,47635,47450,-0.549083469,-0.93532089,-0.388369896,44601,44396,44298,-0.45963095,-0.679356965,-0.220740607,51315,52932,52909,3.151125402,3.1063042,-0.043451976,27684,28544,28520,3.106487502,3.019794827,-0.084080717,23631,24388,24389,3.203419237,3.207650967,0.004100377,1902,2076,2113,9.148264984,11.0935857,1.782273603,863,936,954,8.458864426,10.54461182,1.923076923,1039,1140,1159,9.720885467,11.54956689,1.666666667,1258,1351,1361,7.392686804,8.187599364,0.74019245
22075,26757,18401,6099,483,0.2279,0.0181,9001,7765,0.1373,0.0196,0.0278,42610,22873,35313,49509,0.3527,0.1393,0.0935,0.1803,0.1501,0.0515,0.0369,62400,71900,119500,-22.22,28588,21625,21540,-24.3563733,-24.65370085,-0.393063584,19182,14919,14640,-22.22395996,-23.67844855,-1.870098532,9571,7400,7252,-22.68310521,-24.22944311,-2,9611,7519,7388,-21.76672563,-23.12974716,-1.742252959,6735,4637,4791,-31.15070527,-28.86414254,3.321112788,3474,2365,2439,-31.9228555,-29.79274611,3.128964059,3261,2272,2352,-30.32812021,-27.874885,3.521126761,763,595,620,-22.01834862,-18.74180865,4.201680672,373,295,307,-20.91152815,-17.69436997,4.06779661,390,300,313,-23.07692308,-19.74358974,4.333333333,949,683,678,-28.02950474,-28.55637513,-0.732064422
22077,22763,13749,8616,234,0.3785,0.0103,8453,7365,0.1287,0.0146,0.0087,36625,19708,36250,45449,0.3762,0.0714,0.0918,0.2313,0.1023,0,0.0304,58100,96700,90900,0.75,21828,22415,22392,2.689206524,2.583837273,-0.102609859,13288,13376,13392,0.662251656,0.782661048,0.119617225,6671,6725,6728,0.809473842,0.854444611,0.044609665,6617,6651,6664,0.513828019,0.710291673,0.195459329,8068,8548,8488,5.949429846,5.205751116,-0.701918577,4308,4577,4541,6.244196843,5.408542247,-0.786541403,3760,3971,3947,5.611702128,4.973404255,-0.604381768,223,236,247,5.829596413,10.76233184,4.661016949,108,116,122,7.407407407,12.96296296,5.172413793,115,120,125,4.347826087,8.695652174,4.166666667,87,89,90,2.298850575,3.448275862,1.123595506
22079,126337,83032,38660,1338,0.306,0.0106,47161,43454,0.0786,0.0067,0.0156,36671,21768,31346,43940,0.3576,0.2647,0.0845,0.2054,0.0758,0.1106,0.0192,48500,93200,82000,0.41,127367,129994,130079,2.062543673,2.129279955,0.065387633,82549,82784,82832,0.284679403,0.342826685,0.057982219,42727,42828,42826,0.236384488,0.231703607,-0.004669842,39822,39956,40006,0.336497413,0.46205615,0.125137651,39292,41477,41343,5.560928433,5.21989209,-0.323070617,20751,21914,21827,5.604549178,5.185292275,-0.39700648,18541,19563,19516,5.512108301,5.25861604,-0.24024945,2137,2248,2373,5.194197473,11.04351895,5.560498221,965,1011,1063,4.766839378,10.15544041,5.143422354,1172,1237,1310,5.546075085,11.77474403,5.901374293,1266,1315,1327,3.870458136,4.818325434,0.912547529
22081,9622,5518,3959,71,0.4115,0.0074,3409,3279,0.0381,0.0062,0.0045,27870,15635,25833,36410,0.5212,0.0833,0.1012,0.2986,0.1286,0,0.0231,33500,33800,56500,-0.88,9217,9213,9195,-0.043398069,-0.238689378,-0.195376099,5169,5123,5118,-0.889920681,-0.98665119,-0.097599063,2635,2617,2616,-0.683111954,-0.721062619,-0.038211693,2534,2506,2502,-1.104972376,-1.262825572,-0.159616919,3881,3920,3900,1.004895645,0.489564545,-0.510204082,2115,2136,2124,0.992907801,0.425531915,-0.561797753,1766,1784,1776,1.019252548,0.566251416,-0.448430493,49,49,51,0,4.081632653,4.081632653,21,21,21,0,0,0,28,28,30,0,7.142857143,7.142857143,10,10,10,0,0,0
22083,20981,12685,7940,211,0.3784,0.0101,7501,7221,0.0373,0,0.0051,29075,14476,33523,39475,0.4601,0.0392,0.1182,0.2792,0.115,0.0781,0.0265,37700,66000,66300,0.54,20318,20473,20469,0.762870361,0.743183384,-0.019537928,12289,12338,12339,0.398730572,0.406867931,0.008105041,6459,6486,6484,0.418021366,0.38705682,-0.030835646,5830,5852,5855,0.377358491,0.428816467,0.051264525,7618,7701,7686,1.08952481,0.892622736,-0.194779899,4112,4149,4143,0.899805447,0.753891051,-0.14461316,3506,3552,3543,1.312036509,1.055333714,-0.253378378,230,248,250,7.826086957,8.695652174,0.806451613,115,126,127,9.565217391,10.43478261,0.793650794,115,122,123,6.086956522,6.956521739,0.819672131,41,43,45,4.87804878,9.756097561,4.651162791
22085,23459,16683,3816,649,0.1627,0.0277,9237,8732,0.0547,0.0043,0.0097,32470,16191,25000,36378,0.4502,0.259,0.1047,0.215,0.0982,0.0524,0.0238,34400,48300,65600,0.22,23430,23600,23683,0.725565514,1.079812207,0.351694915,16597,16623,16699,0.156654817,0.614568898,0.457197858,8372,8390,8426,0.215002389,0.645007167,0.429082241,8225,8233,8273,0.097264438,0.583586626,0.48584963,3905,4055,4031,3.841229193,3.226632522,-0.591861899,2115,2199,2179,3.971631206,3.026004728,-0.90950432,1790,1856,1852,3.687150838,3.463687151,-0.215517241,519,531,537,2.312138728,3.468208092,1.129943503,252,260,264,3.174603175,4.761904762,1.538461538,267,271,273,1.498127341,2.247191011,0.73800738,59,63,67,6.779661017,13.55932203,6.349206349
22087,67229,56900,4573,3506,0.068,0.0522,25065,22362,0.1078,0.014,0.03,42785,22070,32897,45093,0.3186,0.1499,0.0873,0.1311,0.104,0.0827,0.029,64600,84000,85800,-78.01,64683,13875,19826,-78.54923241,-69.34897887,42.89009009,52416,11302,15615,-78.43788156,-70.20947802,38.16138737,27055,6172,8329,-77.18721124,-69.21456293,34.94815295,25361,5130,7286,-79.77209101,-71.27084894,42.02729045,6777,1020,2017,-84.94909252,-70.23756825,97.74509804,3549,532,1050,-85.00986193,-70.41420118,97.36842105,3228,488,967,-84.88228005,-70.04337051,98.1557377,3329,955,1398,-71.31270652,-58.00540703,46.38743455,1657,502,709,-69.70428485,-57.21182861,41.23505976,1672,453,689,-72.90669856,-58.79186603,52.09713024,976,210,319,-78.48360656,-67.31557377,51.9047619
22089,48072,33949,11864,1364,0.2468,0.0284,16393,14441,0.1191,0.0115,0.0248,50562,28867,44875,58156,0.2403,0.1733,0.044,0.114,0.0965,0.1159,0.0196,77900,86900,113900,2.47,50164,51969,52044,3.598197911,3.747707519,0.144316804,34117,34822,34500,2.066418501,1.122607498,-0.924702774,17190,17573,17397,2.228039558,1.204188482,-1.001536448,16927,17249,17103,1.902286288,1.039758965,-0.84642588,13474,14323,14611,6.301024195,8.438474098,2.010751937,7155,7582,7739,5.967854647,8.162124389,2.070693748,6319,6741,6872,6.678271878,8.751384713,1.94333185,1546,1723,1794,11.44890039,16.04139715,4.120719675,760,850,884,11.84210526,16.31578947,4,786,873,910,11.06870229,15.77608142,4.238258877,468,525,550,12.17948718,17.52136752,4.761904762
22091,10525,4862,5496,138,0.5222,0.0131,3865,3676,0.0489,0,0.0026,29950,19721,23393,41936,0.3897,0,0.0785,0.2683,0.0965,0.3077,0.0362,57200,121300,82700,2.28,10183,10700,10620,5.077089266,4.291466169,-0.747663551,4644,4751,4748,2.304048234,2.239448751,-0.063144601,2334,2400,2406,2.827763496,3.084832905,0.25,2310,2351,2342,1.774891775,1.385281385,-0.382815823,5323,5730,5640,7.646064249,5.955288371,-1.570680628,2819,3028,2980,7.413976587,5.711245122,-1.585204756,2504,2702,2660,7.907348243,6.230031949,-1.554404145,135,137,143,1.481481481,5.925925926,4.379562044,71,72,75,1.408450704,5.633802817,4.166666667,64,65,68,1.5625,6.25,4.615384615,11,12,13,9.090909091,18.18181818,8.333333333
22093,21216,10539,10518,71,0.4958,0.0033,6999,6112,0.1267,0.0121,0.0021,41751,26131,41250,56085,0.3166,0.2143,0.0605,0.2069,0.1176,0.1429,0.0217,72700,81300,86000,1.02,20982,21459,21578,2.27337718,2.840529978,0.554545878,10278,10356,10347,0.75890251,0.671336836,-0.086906141,5150,5193,5181,0.834951456,0.601941748,-0.2310803,5128,5163,5166,0.682527301,0.741029641,0.058105752,10433,10796,10920,3.479344388,4.667880763,1.148573546,5524,5708,5768,3.330919623,4.417089066,1.051156272,4909,5088,5152,3.646363822,4.950091668,1.257861635,154,182,186,18.18181818,20.77922078,2.197802198,71,84,86,18.30985915,21.12676056,2.380952381,83,98,100,18.07228916,20.48192771,2.040816327,18,18,18,0,0,0
22095,43044,21908,19153,1264,0.445,0.0294,14250,12795,0.1021,0.0093,0.0232,43925,31626,41696,52522,0.2503,0.1056,0.0554,0.1672,0.0969,0.2168,0.0217,74500,71000,90500,0.58,45602,47693,47684,4.585325205,4.565589229,-0.018870694,21685,21627,20863,-0.26746599,-3.79063869,-3.53262126,10947,10935,10538,-0.109619074,-3.736183429,-3.630544124,10738,10692,10325,-0.428385174,-3.846153846,-3.432472877,21541,23431,24076,8.773965925,11.76825588,2.752763433,11286,12296,12628,8.949140528,11.89083821,2.700065062,10255,11135,11448,8.581179912,11.63334959,2.810956444,1621,1814,1892,11.90623072,16.71807526,4.299889746,798,899,937,12.6566416,17.41854637,4.226918799,823,915,955,11.17861482,16.03888214,4.371584699,301,349,366,15.94684385,21.59468439,4.871060172
22097,87700,49095,36867,655,0.4204,0.0075,32332,21894,0.3228,0.0462,0.0052,28908,17239,22083,37200,0.4322,0.375,0.1224,0.2928,0.1008,0.1754,0.037,45300,66000,67700,1.04,88690,90764,91362,2.338482354,3.012741008,0.658851527,49646,50091,50478,0.896346131,1.675865125,0.772593879,25450,25699,25902,0.978388998,1.776031434,0.789914004,24196,24392,24576,0.810051248,1.570507522,0.754345687,37436,38948,39090,4.038893044,4.418207073,0.364588682,19917,20735,20807,4.107044234,4.46854446,0.347238968,17519,18213,18283,3.961413323,4.360979508,0.384340855,692,769,779,11.12716763,12.57225434,1.300390117,305,339,342,11.14754098,12.13114754,0.884955752,387,430,437,11.11111111,12.91989664,1.627906977,256,283,320,10.546875,25,13.07420495
22099,48583,31761,15621,346,0.3215,0.0071,17121,8941,0.4778,0.0661,0.0093,36316,19042,50139,42127,0.388,0.1837,0.0965,0.2155,0.1023,0,0.048,53700,109700,78300,1.89,50033,51221,51651,2.374432874,3.233865649,0.839499424,32993,33533,33951,1.636710817,2.903646228,1.246533266,16526,16800,17009,1.657993465,2.922667312,1.244047619,16467,16733,16942,1.615351916,2.884556993,1.249028865,15703,16242,16234,3.432465134,3.381519455,-0.049255018,8250,8535,8527,3.454545455,3.357575758,-0.093731693,7453,7707,7707,3.408023615,3.408023615,0,375,465,470,24,25.33333333,1.075268817,179,219,222,22.34636872,24.02234637,1.369863014,196,246,248,25.51020408,26.53061224,0.81300813,530,537,542,1.320754717,2.264150943,0.931098696
22101,53500,33053,16543,1448,0.3092,0.0271,19271,16186,0.1601,0.0188,0.0201,33064,18599,35588,40097,0.409,0.1711,0.1147,0.2361,0.0994,0.2087,0.0321,57300,65700,79100,-0.37,50887,51649,51311,1.497435494,0.8332187,-0.654417317,31324,31145,30961,-0.571446814,-1.158855829,-0.590785038,15952,15880,15778,-0.451354062,-1.090772317,-0.64231738,15372,15265,15183,-0.696070778,-1.229508197,-0.537176548,16246,17099,16854,5.250523206,3.742459682,-1.432832329,8607,9071,8943,5.390960846,3.903799233,-1.411090288,7639,8028,7911,5.092289567,3.560675481,-1.457399103,1220,1277,1340,4.672131148,9.836065574,4.933437745,539,563,589,4.452690167,9.276437848,4.618117229,681,714,751,4.845814978,10.27900147,5.182072829,713,714,714,0.140252454,0.140252454,0
22103,191268,162632,18194,5078,0.0951,0.0265,69281,63074,0.0896,0.0054,0.0237,55346,31875,49219,58159,0.251,0.0683,0.0589,0.0972,0.0703,0.1014,0.0187,84800,124100,127600,3,217551,224227,226625,3.068705729,4.170976001,1.069451939,179117,184122,184799,2.794262968,3.172228208,0.367690987,90822,93627,93952,3.088458743,3.446301557,0.347122091,88295,90495,90847,2.491647319,2.89031089,0.388971766,25795,26339,27340,2.10893584,5.989532855,3.800448005,13456,13704,14234,1.843043995,5.781807372,3.867483946,12339,12635,13106,2.398897804,6.21606289,3.727740404,6583,7156,7588,8.704238189,15.26659578,6.036892119,3312,3597,3798,8.605072464,14.67391304,5.587989992,3271,3559,3790,8.804646897,15.86670743,6.490587244,2413,2803,2891,16.16245338,19.80936593,3.1394934
22105,100588,69090,28424,1425,0.2826,0.0142,36516,34189,0.0637,0.0055,0.0085,36731,19917,35556,43810,0.3961,0.2241,0.1029,0.2269,0.104,0.1702,0.0276,58100,68600,91900,5.82,106253,113144,115398,6.48546394,8.606815808,1.992151594,72305,76293,77591,5.515524514,7.310697739,1.70133564,36894,38955,39589,5.586274191,7.304710793,1.627518932,35411,37338,38002,5.441811866,7.316935416,1.778349135,30735,33170,33930,7.922563852,10.39531479,2.291227012,16428,17719,18120,7.85853421,10.29948868,2.263107399,14307,15451,15810,7.996085832,10.50534703,2.323474209,1723,2041,2157,18.45618108,25.18862449,5.683488486,764,915,968,19.76439791,26.70157068,5.792349727,959,1126,1189,17.41397289,23.98331595,5.595026643,516,571,609,10.65891473,18.02325581,6.654991243
22107,6618,2848,3574,150,0.54,0.0227,2435,2306,0.053,0.0066,0.0119,25739,16295,16923,37717,0.4757,0.6071,0.1084,0.3626,0.0638,0.1613,0.0105,29900,NA,62700,-0.39,5958,6038,5865,1.342732461,-1.560926485,-2.865187148,2503,2488,2392,-0.599280863,-4.434678386,-3.8585209,1242,1238,1191,-0.322061192,-4.106280193,-3.79644588,1261,1250,1201,-0.872323553,-4.758128469,-3.92,3308,3397,3314,2.6904474,0.181378476,-2.443332352,1649,1701,1654,3.153426319,0.303214069,-2.763080541,1659,1696,1660,2.230259192,0.060277275,-2.122641509,85,90,96,5.882352941,12.94117647,6.666666667,36,39,43,8.333333333,19.44444444,10.25641026,49,51,53,4.081632653,8.163265306,3.921568627,12,12,12,0,0,0
22109,104503,76392,18328,1674,0.1754,0.016,36017,27738,0.2299,0.0227,0.0146,39912,22051,26563,44910,0.3714,0.2748,0.1024,0.1909,0.1303,0.1774,0.0425,59600,89400,83600,0.84,106255,108157,108424,1.79003341,2.041315703,0.246863356,77437,77885,77719,0.578534809,0.364167,-0.21313475,39220,39503,39394,0.721570627,0.443651198,-0.275928411,38217,38382,38325,0.431745035,0.28259675,-0.148507113,19021,20214,20436,6.272015141,7.439146207,1.098248738,9964,10611,10734,6.493376154,7.727820153,1.159174442,9057,9603,9702,6.028486254,7.121563432,1.030927835,1914,2135,2263,11.54649948,18.23406479,5.995316159,847,939,988,10.86186541,16.64698937,5.218317359,1067,1196,1275,12.08997188,19.49390815,6.605351171,1001,1072,1108,7.092907093,10.68931069,3.358208955
22111,22803,15826,6394,414,0.2804,0.0182,8864,8531,0.0376,0.0056,0.0123,36035,21013,30147,41820,0.339,0.12,0.0786,0.186,0.0949,0.2685,0.0252,37500,51300,72200,0.24,22741,22846,22773,0.46172112,0.140715008,-0.319530771,15666,15652,15598,-0.089365505,-0.434061024,-0.345003833,8001,8007,7983,0.074990626,-0.224971879,-0.299737729,7665,7645,7615,-0.260926288,-0.652315721,-0.392413342,6250,6309,6251,0.944,0.016,-0.919321604,3301,3339,3307,1.151166313,0.181763102,-0.95837077,2949,2970,2944,0.712105799,-0.169549,-0.875420875,580,633,666,9.137931034,14.82758621,5.213270142,272,296,313,8.823529412,15.07352941,5.743243243,308,337,353,9.415584416,14.61038961,4.747774481,63,66,68,4.761904762,7.936507937,3.03030303
22113,53807,44038,7567,687,0.1406,0.0128,19836,10865,0.4523,0.0635,0.0201,36093,13927,27688,39571,0.5272,0.2409,0.1153,0.2211,0.1152,0.0769,0.0515,49700,58800,70400,0.24,54938,55425,55691,0.886453821,1.37063599,0.47992783,44414,44414,44563,0,0.335479804,0.335479804,22854,22857,22929,0.013126805,0.328170123,0.315001969,21560,21557,21634,-0.013914657,0.3432282,0.357192559,7902,8230,8229,4.150847887,4.138192863,-0.012150668,4220,4398,4401,4.218009479,4.289099526,0.068212824,3682,3832,3828,4.073872895,3.965236285,-0.104384134,830,938,1002,13.01204819,20.72289157,6.823027719,407,458,489,12.53071253,20.14742015,6.768558952,423,480,513,13.4751773,21.27659574,6.875,1222,1264,1300,3.436988543,6.382978723,2.848101266
22115,52531,37567,8405,3002,0.16,0.0571,18276,15874,0.1314,0.0101,0.0413,34680,29267,27350,35835,0.1914,0.1885,0.108,0.1525,0.0728,0.1374,0.0262,65000,61400,68100,-3.49,50296,48493,47380,-3.584778114,-5.797677748,-2.295176623,35819,34544,33751,-3.55956336,-5.77347218,-2.295622974,17571,16971,16604,-3.414717432,-5.503386261,-2.162512521,18248,17573,17147,-3.699035511,-6.033537922,-2.424173448,7612,7236,6627,-4.939569101,-12.94009459,-8.416252073,3329,3089,2792,-7.209372184,-16.13097026,-9.614762059,4283,4147,3835,-3.175344385,-10.45995797,-7.523510972,3287,3198,3343,-2.707636142,1.703681168,4.534083802,1448,1412,1486,-2.486187845,2.624309392,5.240793201,1839,1786,1857,-2.882001088,0.978792822,3.975363942,1029,1017,1063,-1.166180758,3.304178814,4.523107178
22117,43926,29357,13839,283,0.3151,0.0064,16454,15736,0.0436,0.0026,0.0042,29480,19021,26667,33993,0.3677,0.2308,0.1261,0.2469,0.0759,0.0614,0.0288,43300,53600,59500,-0.71,43951,44061,44920,0.250278719,2.204727993,1.949569914,29368,29149,29668,-0.745709616,1.021520022,1.78050705,15052,14955,15207,-0.644432634,1.029763487,1.685055165,14316,14194,14461,-0.85219335,1.012852752,1.881076511,13782,14087,14336,2.21303149,4.019735887,1.767587137,6994,7131,7256,1.958821847,3.746068058,1.75290983,6788,6956,7080,2.474955804,4.301708898,1.782633698,352,359,431,1.988636364,22.44318182,20.05571031,180,185,220,2.777777778,22.22222222,18.91891892,172,174,211,1.162790698,22.6744186,21.26436782,99,104,110,5.050505051,11.11111111,5.769230769
22119,41831,27253,13679,289,0.327,0.0069,16506,15822,0.0414,0.0021,0.0066,35119,21515,26136,40252,0.3417,0.0714,0.0764,0.202,0.0674,0,0.0234,39200,45700,63900,-0.67,40876,40989,40924,0.276445836,0.11742832,-0.158579131,26308,26082,25991,-0.85905428,-1.204956667,-0.348899624,13422,13300,13256,-0.908955446,-1.236775443,-0.330827068,12886,12782,12735,-0.807077448,-1.171814372,-0.367704585,13560,13817,13824,1.895280236,1.946902655,0.050662228,7294,7424,7418,1.782286811,1.70002742,-0.080818966,6266,6393,6406,2.026811363,2.234280243,0.203347411,352,399,408,13.35227273,15.90909091,2.255639098,156,177,183,13.46153846,17.30769231,3.389830508,196,222,225,13.26530612,14.79591837,1.351351351,117,138,141,17.94871795,20.51282051,2.173913043
22121,21601,13414,7659,288,0.3546,0.0133,7672,6945,0.0948,0.0059,0.0089,43204,27132,44773,50922,0.2809,0.087,0.0616,0.1701,0.0707,0.3188,0.0322,70500,135700,95900,1.21,21534,22220,22625,3.185659887,5.066406613,1.822682268,13170,13314,13574,1.093394077,3.067577828,1.952831606,6642,6709,6830,1.00873231,2.830472749,1.803547474,6528,6605,6744,1.179534314,3.308823529,2.104466313,7738,8251,8335,6.629620057,7.715171879,1.018058417,4041,4310,4356,6.656768127,7.795100223,1.067285383,3697,3941,3979,6.599945902,7.627806329,0.964222279,382,402,451,5.235602094,18.06282723,12.18905473,140,146,167,4.285714286,19.28571429,14.38356164,242,256,284,5.785123967,17.3553719,10.9375,53,57,61,7.547169811,15.09433962,7.01754386
22123,12314,9749,2365,107,0.1921,0.0087,4468,4249,0.049,0.0011,0.0031,31806,17422,17188,35486,0.4572,0.2083,0.1382,0.2339,0.1388,0.2,0.032,26400,52900,50800,-0.43,11801,11698,11553,-0.872807389,-2.101516821,-1.239528124,9213,9165,9040,-0.521002931,-1.877781396,-1.363884343,4700,4673,4601,-0.574468085,-2.106382979,-1.540766103,4513,4492,4439,-0.465322402,-1.639707512,-1.179875334,2310,2245,2215,-2.813852814,-4.112554113,-1.336302895,1014,974,957,-3.944773176,-5.621301775,-1.745379877,1296,1271,1258,-1.929012346,-2.932098765,-1.02281668,174,182,186,4.597701149,6.896551724,2.197802198,80,83,85,3.75,6.25,2.409638554,94,99,101,5.319148936,7.446808511,2.02020202,21,22,23,4.761904762,9.523809524,4.545454545
22125,15111,7255,7528,186,0.4982,0.0123,3622,3298,0.0895,0.0011,0.0054,47239,21229,12000,62592,0.3739,0.3667,0.0392,0.1988,0.1451,0,0.0473,62700,112500,131700,1.06,15053,15287,15113,1.554507407,0.398591643,-1.138222019,7259,7335,7316,1.046976168,0.785232126,-0.259032038,3090,3135,3131,1.45631068,1.326860841,-0.127591707,4169,4200,4185,0.743583593,0.38378508,-0.357142857,7564,7716,7559,2.009518773,-0.066102591,-2.034733022,2003,2077,1992,3.694458313,-0.549176236,-4.092441021,5561,5639,5567,1.402625427,0.107894264,-1.276822132,104,106,108,1.923076923,3.846153846,1.886792453,15,16,17,6.666666667,13.33333333,6.25,89,90,91,1.123595506,2.247191011,1.111111111,26,28,28,7.692307692,7.692307692,0
